Codigo do Investidor,Data de Adesao,Estado Civil,Genero,Profissao,Idade,UF do Investidor,Cidade do Investidor,Pais do Investidor,Situacao da Conta,Operou 12 Meses
11870006,22/07/2024,Solteiro(a),M,OUTROS,26,MG,BELO HORIZONTE,BRASIL,A,S
1554646,11/11/2021,Desquitado(a),M,ANALISTA DE SISTEMAS,39,SP,SAO PAULO,BRASIL,A,S
1554675,11/11/2021,Solteiro(a),M,SERVIDOR PÚBLICO FEDERAL,40,RJ,RIO DE JANEIRO,BRASIL,A,S
1543323,18/12/2023,Desquitado(a),F,BIÓLOGO E BIOMÉDICO,36,SP,SAO PAULO,BRASIL,A,N
1540530,08/11/2016,Desquitado(a),M,SERVIDOR PÚBLICO FEDERAL,68,SP,SAO PAULO,BRASIL,D,N
1550599,05/10/2023,Solteiro(a),M,OUTROS,38,CE,FORTALEZA,BRASIL,A,N
1536080,07/11/2016,Solteiro(a),F,ADMINISTRADOR,44,SP,SAO PAULO,BRASIL,A,S
1538781,07/05/2021,Desquitado(a),M,FARMACÊUTICO,40,MA,PACO DO LUMIAR,BRASIL,A,N
1538986,24/05/2022,Solteiro(a),M,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,31,RJ,RIO DE JANEIRO,BRASIL,A,S
1545871,10/01/2019,Solteiro(a),M,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,29,GO,GOIANIA,BRASIL,D,N
1550922,11/11/2016,Desquitado(a),F,EMPRESÁRIO,52,DF,BRASILIA,BRASIL,A,S
6733458,17/06/2019,Solteiro(a),F,OUTROS,24,SP,SAO PAULO,BRASIL,A,S
6727223,04/01/2024,Solteiro(a),F,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,45,MG,UBERLANDIA,BRASIL,A,S
6762923,17/06/2019,Desquitado(a),M,MÉDICO,40,SP,SAO PAULO,BRASIL,D,N
6775085,17/06/2019,Divorciado(a),F,OUTROS,56,SP,SAO BERNARDO DO CAMPO,BRASIL,A,S
6763307,20/11/2023,Desquitado(a),M,MILITAR EM GERAL,40,DF,BRASILIA,BRASIL,A,N
6738948,01/12/2022,Solteiro(a),F,OUTROS,33,SP,SAO CAETANO DO SUL,BRASIL,A,N
6760067,03/09/2019,Solteiro(a),M,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,28,GO,ITUMBIARA,BRASIL,A,N
23744426,15/12/2022,Desquitado(a),M,OUTROS,35,RS,PELOTAS,BRASIL,D,N
23676036,07/10/2021,Divorciado(a),F,OUTROS,50,SP,GUARULHOS,BRASIL,A,N
7713887,23/10/2023,Divorciado(a),F,FUNCIONÁRIO PÚBLICO CIVIL APOSENTADO,57,RJ,RIO DE JANEIRO,BRASIL,A,S
7720963,02/09/2019,Solteiro(a),M,ESTUDANTE,30,RJ,RIO DE JANEIRO,BRASIL,A,N
7696346,07/01/2021,Solteiro(a),M,OUTROS,38,SP,SANTANA DE PARNAIBA,BRASIL,A,N
7721274,02/09/2019,Divorciado(a),F,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,61,SP,SAO PAULO,BRASIL,A,S
7685848,28/04/2021,Desquitado(a),M,ENGENHEIRO,28,SP,ITU,BRASIL,A,S
7700708,29/08/2019,Desquitado(a),M,OUTROS,44,SP,PIRACICABA,BRASIL,A,N
7700933,29/08/2019,Solteiro(a),F,ADMINISTRADOR,55,SP,SAO PAULO,BRASIL,A,S
7727908,12/07/2021,Desquitado(a),M,BANCARIO E ECONOMIÁRIO,26,SP,MOGI GUACU,BRASIL,A,N
9262029,30/07/2021,Casado(a) com brasileiro(a) naturalizado(a),M,ADMINISTRADOR,29,MS,CAMPO GRANDE,BRASIL,A,S
9266587,27/09/2023,Solteiro(a),F,OUTROS,35,SP,SANTO ANDRE,BRASIL,A,N
9269095,26/06/2024,Desquitado(a),F,OUTROS,30,SP,SAO PAULO,BRASIL,A,N
9317486,10/06/2024,Solteiro(a),M,TRABALHADOR DE FABRICAÇÃO DE PRODUTOS DE BORRACHA E PLÁSTICO,34,SP,SAO PAULO,BRASIL,A,N
9274395,05/05/2021,Solteiro(a),F,SERVIDOR PÚBLICO MUNICIPAL,44,SP,SANTOS,BRASIL,A,N
9312296,09/01/2020,Solteiro(a),M,ADVOGADO,31,MG,ARAXA,BRASIL,A,N
9274982,04/10/2023,Desquitado(a),M,ENGENHEIRO,32,SP,AMERICANA,BRASIL,A,S
9283474,04/07/2024,Solteiro(a),M,ANALISTA DE SISTEMAS,26,SP,SAO PAULO,BRASIL,A,S
9271933,25/11/2021,Solteiro(a),M,BANCARIO E ECONOMIÁRIO,47,PR,CURITIBA,BRASIL,D,N
9310550,09/01/2020,Solteiro(a),F,MÉDICO,43,SP,SAO PAULO,BRASIL,A,S
7976955,06/05/2020,Solteiro(a),M,ENGENHEIRO,29,MG,DIVINOPOLIS,BRASIL,D,N
8006698,15/12/2023,Solteiro(a),F,OUTROS,58,SP,SOROCABA,BRASIL,A,S
8016642,22/12/2021,Solteiro(a),M,OUTROS,41,SP,SAO PAULO,BRASIL,A,N
8010594,23/03/2021,Solteiro(a),F,OUTROS,39,RJ,RIO DE JANEIRO,BRASIL,A,S
7974035,23/09/2019,Casado(a) com brasileiro(a) naturalizado(a),M,GERENTE,31,SP,SAO PAULO,BRASIL,A,S
13373259,12/08/2020,Desquitado(a),M,OUTROS,29,SP,INDAIATUBA,BRASIL,A,N
13397109,21/02/2022,Solteiro(a),M,ADMINISTRADOR,46,RN,SANTA CRUZ,BRASIL,A,N
13374950,07/07/2021,Divorciado(a),M,SERVIDO PÚBLICO ESTADUAL,43,RR,BOA VISTA,BRASIL,A,N
13386487,11/03/2021,Solteiro(a),M,OUTROS,27,SC,SAO BENTO DO SUL,BRASIL,A,N
12209774,24/05/2022,Solteiro(a),M,MILITAR EM GERAL,25,PA,BELEM,BRASIL,A,N
12232840,16/02/2022,Solteiro(a),F,OUTROS,26,SP,ITAPEVI,BRASIL,A,N
12238021,22/01/2021,Solteiro(a),M,OUTROS,23,SC,JOINVILLE,BRASIL,A,N
12229260,18/06/2020,Desquitado(a),M,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,26,SC,JOINVILLE,BRASIL,A,S
12196096,17/06/2020,Desquitado(a),M,PROPRIETARIO DE MICROEMPRESAS,47,SP,SAO BERNARDO DO CAMPO,BRASIL,A,N
12201513,22/03/2021,Solteiro(a),F,OUTROS,34,RJ,NITEROI,BRASIL,A,N
12216022,17/06/2020,Solteiro(a),M,ESTUDANTE,24,PR,CURITIBA,BRASIL,A,S
1496932,21/10/2016,Solteiro(a),M,FISCAL,41,SP,SANTANA DE PARNAIBA,BRASIL,D,N
1499554,31/05/2023,Desquitado(a),M,OUTROS,63,SP,SALTO,BRASIL,A,N
1502305,24/10/2016,Desquitado(a),M,PROFESSOR DE ENSINO SUPERIOR,39,MG,MUZAMBINHO,BRASIL,D,N
1504311,22/04/2021,Solteiro(a),M,SERVIDOR PÚBLICO MUNICIPAL,50,RJ,IGUABA GRANDE,BRASIL,A,S
1510582,26/10/2016,Desquitado(a),M,SERVIDO PÚBLICO ESTADUAL,39,AM,MANAUS,BRASIL,A,N
1502476,24/10/2016,Divorciado(a),M,SERVIDOR PÚBLICO FEDERAL,45,DF,BRASILIA,BRASIL,A,S
1516454,28/10/2016,Casado(a) com brasileiro(a) naturalizado(a),F,OUTROS,51,SP,RIBEIRAO PRETO,BRASIL,A,S
1510801,26/10/2016,Solteiro(a),M,TRABALHADOR AUTÔNOMO,33,PR,PINHAIS,BRASIL,D,N
1497552,14/03/2023,Solteiro(a),F,OUTROS,53,SP,SAO PAULO,BRASIL,A,N
1521136,27/04/2022,Desquitado(a),M,ADMINISTRADOR,33,SP,SAO PAULO,BRASIL,A,S
12786024,25/09/2023,Desquitado(a),M,TRABALHADOR DE FABRICAÇÃO E PREPARAÇÃO DE ALIMENTOS BEBIDAS,39,RJ,RIO DE JANEIRO,BRASIL,A,N
12801052,10/10/2023,Solteiro(a),F,ODONTÓLOGO E DENTISTA,39,SP,SAO PAULO,BRASIL,A,S
12813413,30/03/2021,Desquitado(a),M,DELEGADO DE POLÍCIA,28,MG,MONTES CLAROS,BRASIL,A,N
12773828,20/09/2023,Divorciado(a),F,OUTROS,48,MG,BELO HORIZONTE,BRASIL,A,S
12760355,23/11/2021,Solteiro(a),F,JORNALISTA,44,SP,SAO PAULO,BRASIL,A,N
12765057,16/09/2022,Solteiro(a),M,ESTUDANTE,25,MG,BELO HORIZONTE,BRASIL,A,N
12765220,03/05/2022,Solteiro(a),M,"VENDEDOR PRACISTA, REPRESENTANTE COMERCIAL, CAIXEIRO VIAJANTE",27,MA,BARAO DE GRAJAU,BRASIL,A,N
24439366,16/10/2024,Solteiro(a),M,OUTROS,22,PR,PONTA GROSSA,BRASIL,A,S
24478779,26/06/2023,Desquitado(a),F,MÉDICO,41,DF,BRASILIA,BRASIL,A,S
24473478,09/02/2023,Desquitado(a),M,SERVIDOR PÚBLICO FEDERAL,44,MG,JOAO MONLEVADE,BRASIL,A,N
24514536,20/10/2021,Solteiro(a),M,OUTROS,28,MG,SETE LAGOAS,BRASIL,A,S
24436008,19/10/2021,Solteiro(a),M,"VENDEDOR PRACISTA, REPRESENTANTE COMERCIAL, CAIXEIRO VIAJANTE",25,PR,PATO BRANCO,BRASIL,A,S
24489228,20/10/2021,Solteiro(a),M,OUTROS,26,SC,BRUSQUE,BRASIL,A,N
24533110,26/09/2022,Desquitado(a),M,OUTROS,38,CE,FORTALEZA,BRASIL,A,S
8965260,31/03/2020,Solteiro(a),M,ARQUITETO,30,SP,CAMPINAS,BRASIL,A,S
8965874,12/12/2019,Solteiro(a),M,ATLETA PROFISSIONAL E TÉCNICO EM DESPORTOS,25,SP,CRUZEIRO,BRASIL,D,N
8943811,11/12/2019,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,34,PR,SAO MATEUS DO SUL,BRASIL,A,S
871099,10/11/2015,Desquitado(a),M,ENGENHEIRO,58,RJ,RIO DE JANEIRO,BRASIL,A,S
873060,14/07/2017,Desquitado(a),M,BANCARIO E ECONOMIÁRIO,43,DF,BRASILIA,BRASIL,A,N
868248,11/11/2021,Solteiro(a),M,ENGENHEIRO,33,SP,EMBU-GUACU,BRASIL,A,N
873287,20/07/2021,Desquitado(a),M,ENGENHEIRO,46,PR,MARINGA,BRASIL,A,N
873515,13/10/2022,Solteiro(a),F,OUTROS,31,DF,BRASILIA,BRASIL,A,S
874025,17/01/2017,Solteiro(a),F,SERVIDO PÚBLICO ESTADUAL,40,MG,BELO HORIZONTE,BRASIL,A,S
869140,13/07/2022,Desquitado(a),M,SERVIDOR PÚBLICO MUNICIPAL,42,CE,MARACANAU,BRASIL,A,N
869322,05/05/2021,Desquitado(a),M,SERVIDO PÚBLICO ESTADUAL,64,RO,PORTO VELHO,BRASIL,A,S
863800,12/05/2017,Solteiro(a),M,OUTROS,32,SP,SAO PAULO,BRASIL,A,S
869746,10/12/2018,Solteiro(a),M,ECONOMISTA,32,MG,BELO HORIZONTE,BRASIL,D,N
869791,29/08/2023,Desquitado(a),F,OUTROS,68,RJ,RIO DE JANEIRO,BRASIL,A,N
871937,03/04/2019,Desquitado(a),M,ENGENHEIRO,35,MG,NOVA LIMA,BRASIL,A,S
872430,10/05/2021,Desquitado(a),M,ENGENHEIRO,46,SP,SAO PAULO,BRASIL,A,S
867672,04/05/2021,Desquitado(a),M,OUTROS,39,PE,RECIFE,BRASIL,A,N
870715,14/11/2022,Solteiro(a),M,BANCARIO E ECONOMIÁRIO,40,SP,SAO PAULO,BRASIL,D,N
859844,26/12/2022,Desquitado(a),M,OUTROS,37,SP,SAO CAETANO DO SUL,BRASIL,D,N
857405,06/07/2021,Solteiro(a),M,ANALISTA DE SISTEMAS,39,SP,SAO PAULO,BRASIL,A,S
854955,21/10/2022,Desquitado(a),M,SERVIDOR PÚBLICO MUNICIPAL,37,SP,SOROCABA,BRASIL,A,N
857861,01/09/2016,Solteiro(a),M,FISCAL,45,RJ,RIO DE JANEIRO,BRASIL,A,N
857895,14/11/2016,Solteiro(a),M,ADMINISTRADOR,39,MS,DOURADOS,BRASIL,A,N
852560,18/07/2022,Solteiro(a),M,OUTROS,42,MG,OURO BRANCO,BRASIL,A,S
855355,04/03/2022,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,52,SP,TATUI,BRASIL,A,S
858129,22/01/2019,Casado(a) com brasileiro(a) naturalizado(a),M,EMPRESÁRIO,50,SP,SAO PAULO,BRASIL,A,N
855431,01/07/2022,Desquitado(a),M,AGENTE ADMINISTRATIVO,38,AM,MANAUS,BRASIL,A,S
858340,19/08/2021,Desquitado(a),F,ENFERMEIRO E NUTRICIONISTA,40,RJ,PORTO REAL,BRASIL,A,S
852865,19/01/2017,Desquitado(a),F,SERVIDOR PÚBLICO FEDERAL,38,DF,BRASILIA,BRASIL,A,S
858489,30/03/2016,Solteiro(a),M,MÉDICO,44,RO,OURO PRETO DO OESTE,BRASIL,D,N
852986,27/04/2022,Solteiro(a),F,OUTROS,47,RJ,RIO DE JANEIRO,BRASIL,A,S
858737,14/03/2023,Solteiro(a),M,OUTROS,34,SP,MOGI DAS CRUZES,BRASIL,A,S
861060,07/03/2016,Solteiro(a),M,BANCARIO E ECONOMIÁRIO,37,MA,BARREIRINHAS,BRASIL,D,N
853580,15/09/2016,Solteiro(a),M,GERENTE,51,SP,SAO PAULO,BRASIL,A,S
859301,23/08/2016,Desquitado(a),M,MÉDICO,53,PA,BELEM,BRASIL,A,S
861617,22/04/2021,Desquitado(a),M,EMPRESÁRIO,41,SP,JACAREI,BRASIL,A,S
861816,13/11/2015,Desquitado(a),M,FUNCIONÁRIO PÚBLICO CIVIL APOSENTADO,63,DF,BRASILIA,BRASIL,D,N
7597354,13/11/2019,Casado(a) com brasileiro(a) nato(a),M,OUTROS,52,SP,TAUBATE,BRASIL,A,N
7604508,03/09/2021,Solteiro(a),M,GERENTE,35,RJ,RIO DE JANEIRO,BRASIL,A,S
7598425,21/08/2019,Solteiro(a),F,BANCARIO E ECONOMIÁRIO,26,SP,SAO BERNARDO DO CAMPO,BRASIL,D,N
7601818,22/08/2019,Divorciado(a),M,ADMINISTRADOR,53,PE,RECIFE,BRASIL,A,N
7620494,25/11/2024,Solteiro(a),M,OUTROS,28,RJ,CABO FRIO,BRASIL,A,N
7580971,21/09/2023,Solteiro(a),F,TRABALHADOR AUTÔNOMO,51,SP,SANTO ANDRE,BRASIL,A,S
7605796,10/01/2023,Desquitado(a),M,OUTROS,32,SP,SANTANA DE PARNAIBA,BRASIL,A,S
15261732,19/11/2020,Solteiro(a),M,OUTROS,24,MG,BELO HORIZONTE,BRASIL,A,N
15315280,20/11/2020,Solteiro(a),M,OUTROS,22,AL,PILAR,BRASIL,A,S
15281253,01/11/2024,Casado(a) com brasileiro(a) naturalizado(a),F,PSICÓLOGO,44,SP,SAO PAULO,BRASIL,A,N
15316031,05/10/2023,Solteiro(a),M,AGENTE ADMINISTRATIVO,41,SP,ARACATUBA,BRASIL,A,S
6535322,24/05/2019,Solteiro(a),M,ESTUDANTE,31,RJ,DUQUE DE CAXIAS,BRASIL,A,N
6503169,22/05/2019,Desquitado(a),M,OUTROS,42,SP,CAMPINAS,BRASIL,A,S
6540455,06/05/2021,Desquitado(a),M,CONTADOR,37,SP,SAO PAULO,BRASIL,A,S
6528821,12/04/2024,Solteiro(a),M,ESTUDANTE,7,SE,ARACAJU,BRASIL,A,S
6533564,30/11/2022,Desquitado(a),M,ECONOMISTA,38,SP,SAO PAULO,BRASIL,A,S
6536721,04/05/2021,Solteiro(a),M,ELETRICISTA DE MANUTENÇÃO DE VEÍCULOS AUTOMOTORES MÁQUINAS,32,PR,CURITIBA,BRASIL,A,S
6500713,02/12/2024,Solteiro(a),M,ADVOGADO,29,MT,CUIABA,BRASIL,A,N
6534098,10/10/2023,Desquitado(a),F,MÉDICO,56,AM,MANAUS,BRASIL,A,N
6544709,05/09/2023,Divorciado(a),M,OUTROS,34,MG,UBERLANDIA,BRASIL,A,N
18408536,24/11/2021,Solteiro(a),F,OUTROS,47,SP,VALINHOS,BRASIL,A,N
18414454,16/08/2022,Solteiro(a),M,TRABALHADOR AUTÔNOMO,27,CE,MARANGUAPE,BRASIL,A,N
18419844,08/07/2021,Desquitado(a),M,OUTROS,48,RJ,DUQUE DE CAXIAS,BRASIL,A,S
18421825,19/04/2021,Solteiro(a),F,ESTUDANTE,23,MG,JUIZ DE FORA,BRASIL,A,S
18415824,27/04/2022,Desquitado(a),M,ENGENHEIRO,53,SP,SANTOS,BRASIL,A,S
8294763,11/11/2021,Desquitado(a),F,AGENTE ADMINISTRATIVO,54,RJ,NITEROI,BRASIL,A,S
8246691,30/09/2021,Desquitado(a),M,EMPRESÁRIO,41,SP,MONTE ALTO,BRASIL,A,S
8255776,28/04/2023,Solteiro(a),M,DIRETOR DE EMPRESAS,28,MG,BELO HORIZONTE,BRASIL,A,N
8268044,23/12/2021,Desquitado(a),F,OUTROS,32,RS,VIAMAO,BRASIL,A,S
8247772,02/12/2024,Desquitado(a),M,SERVIDOR PÚBLICO MUNICIPAL,42,SP,SANTO ANTONIO DO ARACANGUA,BRASIL,A,N
8268242,23/02/2022,Desquitado(a),M,EMPRESÁRIO,40,SP,CAJATI,BRASIL,A,S
16238623,08/02/2022,Solteiro(a),M,ESTUDANTE,23,MA,CONCEICAO DO LAGO-ACU,BRASIL,A,S
16288183,19/11/2024,Solteiro(a),F,OUTROS TRABALHADORES DE NÍVEL SUPERIOR LIGADOS AO ENSINO,29,ES,BARRA DE SAO FRANCISCO,BRASIL,A,S
16276072,14/01/2021,Solteiro(a),M,SERVIDOR PÚBLICO FEDERAL,31,GO,ANAPOLIS,BRASIL,A,S
16280214,06/05/2021,Solteiro(a),M,ADVOGADO,25,SP,SAO JOSE DO RIO PRETO,BRASIL,A,N
3775984,10/05/2022,Solteiro(a),F,ADVOGADO,34,RS,CERRO LARGO,BRASIL,A,S
3776065,25/06/2020,Solteiro(a),M,ANALISTA DE SISTEMAS,35,PR,PONTA GROSSA,BRASIL,A,N
3755134,06/07/2021,Desquitado(a),M,TRABALHADOR AUTÔNOMO,53,RJ,NITEROI,BRASIL,A,S
3757870,22/10/2021,Divorciado(a),M,EMPRESÁRIO,49,RJ,RIO DE JANEIRO,BRASIL,A,N
3761277,10/10/2023,Desquitado(a),M,ANALISTA DE SISTEMAS,35,SP,FRANCO DA ROCHA,BRASIL,A,S
3763862,15/08/2022,Solteiro(a),M,OUTROS,40,SC,FLORIANOPOLIS,BRASIL,A,N
3787701,27/06/2019,Solteiro(a),M,ENGENHEIRO,41,SC,PALHOCA,BRASIL,D,N
3795195,29/07/2021,Desquitado(a),M,PENSIONISTA,70,PR,CURITIBA,BRASIL,A,S
3761528,07/10/2022,Solteiro(a),M,ANALISTA DE SISTEMAS,29,RJ,RIO DE JANEIRO,BRASIL,A,S
3769037,27/08/2018,Desquitado(a),M,OUTROS,41,PA,BELEM,BRASIL,A,N
3784842,29/08/2018,Desquitado(a),M,PSICÓLOGO,42,SP,OSASCO,BRASIL,D,N
9377543,16/11/2023,Desquitado(a),F,ODONTÓLOGO E DENTISTA,41,RS,TRES PASSOS,BRASIL,A,S
9328990,16/08/2021,Solteiro(a),M,ADMINISTRADOR,42,SP,RIBEIRAO PIRES,BRASIL,A,N
9333264,30/07/2021,Casado(a) com brasileiro(a) naturalizado(a),M,TRABALHADOR DE FABRICAÇÃO DE PRODUTOS DE BORRACHA E PLÁSTICO,38,SC,FRAIBURGO,BRASIL,A,N
9333729,10/01/2020,Divorciado(a),M,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,46,MG,UBERLANDIA,BRASIL,D,N
9374785,13/01/2020,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,35,SC,FLORIANOPOLIS,BRASIL,A,N
9380866,10/04/2023,Casado(a) com brasileiro(a) nato(a),F,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,59,RJ,NILOPOLIS,BRASIL,A,S
1289415,05/10/2021,Solteiro(a),M,ADMINISTRADOR,42,SP,SAO PAULO,BRASIL,A,S
1289737,09/10/2017,Desquitado(a),M,ENGENHEIRO,41,MG,BELO HORIZONTE,BRASIL,A,N
1283848,19/07/2016,Desquitado(a),F,EMPRESÁRIO,44,SP,CAMPOS DO JORDAO,BRASIL,A,N
1284339,19/07/2016,Desquitado(a),M,ANALISTA DE SISTEMAS,54,MG,NOVA LIMA,BRASIL,A,N
1287941,20/07/2016,Solteiro(a),M,ESTUDANTE,28,MG,BELO HORIZONTE,BRASIL,A,S
1282427,09/05/2024,Solteiro(a),M,PROFESSOR DE ENSINO SUPERIOR,42,SP,VOTORANTIM,BRASIL,A,S
1286830,24/06/2019,Desquitado(a),M,ODONTÓLOGO E DENTISTA,43,SP,VERA CRUZ,BRASIL,D,N
1282999,19/01/2023,Casado(a) com brasileiro(a) naturalizado(a),M,PUBLICITÁRIO,45,SC,FLORIANOPOLIS,BRASIL,A,N
1288542,05/05/2021,Desquitado(a),M,BANCARIO E ECONOMIÁRIO,33,PB,JOAO PESSOA,BRASIL,A,N
1285502,30/07/2018,Desquitado(a),M,ENGENHEIRO,50,RJ,RIO DE JANEIRO,BRASIL,A,N
1283580,26/10/2023,Desquitado(a),F,MÉDICO,40,SP,SAO PAULO,BRASIL,A,S
1279245,31/10/2016,Solteiro(a),M,ANALISTA DE SISTEMAS,34,SP,INDAIATUBA,BRASIL,D,N
1281120,13/04/2021,Solteiro(a),M,ENGENHEIRO,44,SP,SAO BERNARDO DO CAMPO,BRASIL,A,N
1273301,30/07/2018,Desquitado(a),M,SERVENTUÁRIO DE JUSTIÇA,52,RN,NATAL,BRASIL,A,S
1279578,20/11/2023,Solteiro(a),M,ESTUDANTE,36,RJ,RIO DE JANEIRO,BRASIL,A,N
1273800,13/07/2016,Solteiro(a),M,ADMINISTRADOR,29,PE,RECIFE,BRASIL,D,N
1280156,18/07/2016,Solteiro(a),M,OUTROS,59,SP,SANTO ANDRE,BRASIL,D,N
1274190,19/11/2021,Desquitado(a),F,MÉDICO,51,PB,JOAO PESSOA,BRASIL,A,S
1278929,17/08/2021,Solteiro(a),F,OUTROS,28,SC,BALNEARIO CAMBORIU,BRASIL,A,S
1274380,16/11/2018,Desquitado(a),F,ANALISTA DE SISTEMAS,33,SP,SOROCABA,BRASIL,D,N
9577274,21/11/2023,Desquitado(a),M,ENFERMEIRO E NUTRICIONISTA,34,RO,CACOAL,BRASIL,A,N
9534779,07/07/2021,Desquitado(a),F,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,37,PR,PARANAGUA,BRASIL,A,N
9554572,24/01/2023,Solteiro(a),F,ADVOGADO,27,AM,MANAUS,BRASIL,A,N
9529965,22/03/2021,Solteiro(a),M,OUTROS,34,MG,BELO HORIZONTE,BRASIL,A,N
9532724,20/01/2020,Desquitado(a),M,OUTROS,46,ES,COLATINA,BRASIL,D,N
9573871,07/05/2021,Solteiro(a),M,BANCARIO E ECONOMIÁRIO,25,SP,ARACATUBA,BRASIL,A,S
9550972,06/12/2021,Desquitado(a),M,ADMINISTRADOR,32,SC,ITAPEMA,BRASIL,A,S
9578405,23/01/2020,Solteiro(a),M,EMPRESÁRIO,28,PR,SANTA TEREZINHA DE ITAIPU,BRASIL,A,S
9571370,15/07/2020,Solteiro(a),M,MÉDICO,34,BA,SALVADOR,BRASIL,A,S
2106304,02/06/2017,Divorciado(a),M,ADMINISTRADOR,39,SC,ITAJAI,BRASIL,D,N
2079467,02/12/2024,Solteiro(a),M,ENGENHEIRO,31,MG,SAO JOAO DEL REI,BRASIL,A,N
2081822,25/05/2017,Solteiro(a),F,ESTUDANTE,33,SP,SAO JOSE DOS CAMPOS,BRASIL,D,N
2086802,18/08/2023,Desquitado(a),F,OUTROS,41,MG,MONTES CLAROS,BRASIL,A,S
2104559,11/11/2021,Solteiro(a),M,ADVOGADO,41,SP,OSASCO,BRASIL,A,N
2079588,04/05/2018,Divorciado(a),F,FUNCIONÁRIO PÚBLICO CIVIL APOSENTADO,67,MG,POCOS DE CALDAS,BRASIL,A,S
2104740,14/07/2022,Desquitado(a),F,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,41,PR,MARINGA,BRASIL,A,N
2079846,28/09/2017,Solteiro(a),M,BANCARIO E ECONOMIÁRIO,35,SP,SAO PAULO,BRASIL,D,N
2092463,28/07/2021,Desquitado(a),M,ENGENHEIRO,41,MG,ITAUNA,BRASIL,A,S
2099926,14/05/2019,Solteiro(a),F,CONTADOR,39,SP,SAO PAULO,BRASIL,D,N
2080155,12/04/2018,Desquitado(a),M,OUTROS TRABALHADORES DE NÍVEL SUPERIOR LIGADOS AO ENSINO,45,SP,SAO PAULO,BRASIL,D,N
2098071,18/06/2024,Solteiro(a),M,"MECANICO DE MANUTENÇÃO, MONTADOR, PREPARADOR, OPERADOR",57,RJ,DUQUE DE CAXIAS,BRASIL,A,N
2100018,05/05/2021,Solteiro(a),F,OUTROS,34,SP,SOROCABA,BRASIL,D,N
9597971,09/08/2021,Divorciado(a),F,ENFERMEIRO E NUTRICIONISTA,48,SP,CAMPINAS,BRASIL,A,N
9622029,10/05/2022,Desquitado(a),M,OUTROS,47,SP,SANTO ANDRE,BRASIL,A,N
7894194,28/04/2021,Solteiro(a),M,OUTROS,23,SC,BLUMENAU,BRASIL,A,N
506225,11/04/2017,Desquitado(a),M,MÉDICO,40,RJ,RIO DE JANEIRO,BRASIL,A,N
508372,19/08/2021,Casado(a) com brasileiro(a) naturalizado(a),M,EMPRESÁRIO,37,SC,NAVEGANTES,BRASIL,A,S
508428,10/04/2017,Desquitado(a),M,ADMINISTRADOR,37,RJ,RIO DE JANEIRO,BRASIL,A,N
503454,20/12/2021,Desquitado(a),M,EMPRESÁRIO,32,SP,DIADEMA,BRASIL,A,S
500982,13/12/2018,Solteiro(a),F,MÉDICO,44,SP,SAO PAULO,BRASIL,A,S
501204,08/11/2021,Desquitado(a),F,OUTROS,44,SP,CAMPINAS,BRASIL,A,S
501270,04/10/2022,Solteiro(a),M,OUTROS,38,RO,PORTO VELHO,BRASIL,A,S
496726,13/09/2016,Desquitado(a),F,MÉDICO,52,RJ,VOLTA REDONDA,BRASIL,A,S
504516,12/03/2015,Desquitado(a),M,MILITAR EM GERAL,42,SP,SAO PAULO,BRASIL,A,S
504583,28/05/2024,Solteiro(a),M,OUTROS,35,DF,BRASILIA,BRASIL,A,N
502285,19/08/2021,Desquitado(a),M,OUTROS,41,SP,SAO BERNARDO DO CAMPO,BRASIL,A,N
502448,18/12/2013,Divorciado(a),M,ADMINISTRADOR,49,SP,OSASCO,BRASIL,A,N
497811,31/01/2022,Solteiro(a),M,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,39,SP,SOROCABA,BRASIL,A,N
507862,29/11/2024,Solteiro(a),M,ADMINISTRADOR,38,MG,BELO HORIZONTE,BRASIL,A,N
508025,28/11/2016,Desquitado(a),M,"CAPITALISTA, RECEBENDO RENDIMENTO DE APLICAÇÃO DE CAPITAL",41,SC,ITAJAI,BRASIL,D,N
508084,13/01/2014,Desquitado(a),F,OUTROS,36,SP,SAO PAULO,BRASIL,D,N
503313,30/11/2016,Solteiro(a),M,OUTROS,53,PR,CURITIBA,BRASIL,A,S
506135,21/07/2015,Desquitado(a),M,OUTROS,70,RJ,RIO DE JANEIRO,BRASIL,A,S
489283,20/10/2023,Casado(a) com brasileiro(a) naturalizado(a),F,SERVIDOR PÚBLICO FEDERAL,41,CE,EUSEBIO,BRASIL,A,N
495837,29/01/2020,Desquitado(a),M,ADMINISTRADOR,45,SP,TAUBATE,BRASIL,D,N
