Codigo do Investidor,Data de Adesao,Estado Civil,Genero,Profissao,Idade,UF do Investidor,Cidade do Investidor,Pais do Investidor,Situacao da Conta,Operou 12 Meses
2385443,12/09/2017,Solteiro(a),F,EMPRESÁRIO,37,ES,VILA VELHA,BRASIL,D,N
2358408,07/07/2021,Desquitado(a),M,DESENHISTA INDUSTRIAL,33,RJ,RIO DE JANEIRO,BRASIL,A,N
2363963,26/11/2019,Solteiro(a),M,OUTROS,30,MG,VICOSA,BRASIL,D,N
2352009,01/09/2017,Casado(a) com brasileiro(a) nato(a),F,ADMINISTRADOR,54,SP,SAO PAULO,BRASIL,A,S
2364279,29/12/2020,Desquitado(a),M,OUTROS,45,SP,BAURU,BRASIL,A,N
2370619,14/10/2022,Solteiro(a),F,TRABALHADOR AUTÔNOMO,43,SP,GUARULHOS,BRASIL,A,N
2354397,04/09/2017,Desquitado(a),M,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),72,BA,SALVADOR,BRASIL,A,S
2364434,14/11/2023,Desquitado(a),M,TRABALHADOR AUTÔNOMO,38,SP,RIBEIRAO PRETO,BRASIL,A,N
2347591,08/05/2023,Solteiro(a),M,BANCARIO E ECONOMIÁRIO,28,SP,MOGI DAS CRUZES,BRASIL,A,N
2367669,06/11/2018,Desquitado(a),M,OUTROS,31,MT,AGUA BOA,BRASIL,A,S
2372964,08/09/2017,Viúvo(a),M,OUTROS,50,SP,SAO PAULO,BRASIL,A,S
2376185,23/06/2022,Solteiro(a),M,MÉDICO,40,RS,PORTO ALEGRE,BRASIL,A,S
2371349,27/06/2023,Desquitado(a),M,MECÂNICO DE MANUTENÇÃO DE VEÍCULOS AUTOMÓVEIS E MÁQUINAS,32,SP,MONTE ALTO,BRASIL,A,N
2275857,26/09/2023,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,29,BA,VALENCA,BRASIL,A,N
2296203,05/11/2021,Solteiro(a),F,ARQUITETO,27,SP,SAO PAULO,BRASIL,A,S
2296284,26/07/2019,Solteiro(a),M,PROFESSOR DE ENSINO SUPERIOR,41,SP,SAO PAULO,BRASIL,A,N
2282839,11/08/2017,Solteiro(a),F,ENGENHEIRO,35,RJ,RIO DE JANEIRO,BRASIL,A,S
2298933,05/05/2021,Solteiro(a),M,OUTROS,31,MG,PASSOS,BRASIL,A,N
2273800,30/03/2022,Solteiro(a),F,GERENTE,32,GO,GOIANIA,BRASIL,A,N
2285477,14/08/2017,Desquitado(a),M,"VENDEDOR PRACISTA, REPRESENTANTE COMERCIAL, CAIXEIRO VIAJANTE",56,SP,COTIA,BRASIL,A,S
2289836,22/04/2022,Solteiro(a),M,ADMINISTRADOR,37,SP,DIADEMA,BRASIL,A,N
2274214,08/08/2017,Solteiro(a),M,ADMINISTRADOR,27,PE,RECIFE,BRASIL,A,S
2283274,23/08/2017,Divorciado(a),M,MÚSICO,55,PB,JOAO PESSOA,BRASIL,D,N
2281230,28/03/2022,Casado(a) com brasileiro(a) naturalizado(a),M,GERENTE,33,RJ,MACAE,BRASIL,A,N
2295061,17/08/2017,Solteiro(a),M,OUTROS,33,SP,ARUJA,BRASIL,D,S
21237520,26/07/2021,Solteiro(a),F,PROFESSOR DE ENSINO SUPERIOR,34,GO,GOIANIRA,BRASIL,A,S
21245243,14/08/2023,Solteiro(a),F,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,28,SC,BALNEARIO CAMBORIU,BRASIL,A,S
8485990,04/11/2019,Solteiro(a),M,OUTROS,39,CE,FORTALEZA,BRASIL,A,N
8498160,04/11/2019,Solteiro(a),M,MÉDICO,33,MT,CUIABA,BRASIL,D,N
8467236,05/06/2024,Desquitado(a),M,ANALISTA DE SISTEMAS,41,SP,SANTOS,BRASIL,A,N
25662920,04/05/2023,Desquitado(a),M,ADMINISTRADOR,39,RS,IJUI,BRASIL,A,N
25576035,22/04/2022,Solteiro(a),M,OUTROS,28,MT,MARCELANDIA,BRASIL,A,N
25586226,08/11/2021,Solteiro(a),M,ADMINISTRADOR,31,PR,TOLEDO,BRASIL,A,N
25642479,10/01/2022,Solteiro(a),M,OUTROS,35,PE,RECIFE,BRASIL,A,N
25590728,05/09/2023,Solteiro(a),M,DESENHISTA COMERCIAL,35,SP,SAO PAULO,BRASIL,A,S
20496634,09/08/2021,Desquitado(a),F,PROPRIETARIO DE MICROEMPRESAS,46,PR,CIANORTE,BRASIL,A,S
20555408,22/05/2023,Desquitado(a),F,OUTROS,41,SP,PORTO FELIZ,BRASIL,A,N
20570524,14/01/2022,Solteiro(a),F,OUTROS,27,RJ,RIO DE JANEIRO,BRASIL,A,N
20545995,10/12/2021,Solteiro(a),M,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,24,PB,CAMPINA GRANDE,BRASIL,A,S
20555963,13/10/2022,Solteiro(a),M,OUTROS,21,SC,RIO DO SUL,BRASIL,A,S
20491147,16/02/2022,Solteiro(a),F,ENGENHEIRO,33,AL,MACEIO,BRASIL,A,N
20578510,13/08/2021,Solteiro(a),F,OUTROS,39,PI,TERESINA,BRASIL,A,S
20530083,08/09/2023,Solteiro(a),M,"VENDEDOR PRACISTA, REPRESENTANTE COMERCIAL, CAIXEIRO VIAJANTE",23,SP,TABOAO DA SERRA,BRASIL,A,N
20537068,17/01/2022,Desquitado(a),F,OUTROS,29,SP,CAMPINAS,BRASIL,A,S
18020074,08/07/2021,Desquitado(a),M,MILITAR EM GERAL,40,MA,IMPERATRIZ,BRASIL,A,S
18023178,21/03/2022,Solteiro(a),F,ARQUITETO,25,MG,ESMERALDAS,BRASIL,A,N
18023220,06/07/2021,Desquitado(a),M,QUIMICO,42,SP,COTIA,BRASIL,A,S
17988557,07/07/2021,Desquitado(a),F,BANCARIO E ECONOMIÁRIO,30,MT,SINOP,BRASIL,A,S
17991281,24/06/2024,Solteiro(a),M,MILITAR EM GERAL,23,RS,SAPUCAIA DO SUL,BRASIL,A,S
18017138,10/02/2022,Solteiro(a),M,OUTROS,36,SP,SAO PAULO,BRASIL,A,N
18018187,07/07/2021,Solteiro(a),F,TRABALHADOR AUTÔNOMO,32,RJ,SAO JOAO DE MERITI,BRASIL,A,N
18013771,01/04/2021,Solteiro(a),F,ESTUDANTE,27,ES,VITORIA,BRASIL,A,N
18008757,07/07/2021,Desquitado(a),M,OUTROS TRABALHADORES DE NÍVEL SUPERIOR LIGADOS AO ENSINO,63,SP,AMERICANA,BRASIL,A,N
17872760,06/07/2021,Desquitado(a),M,SERVIDO PÚBLICO ESTADUAL,45,SP,FRANCO DA ROCHA,BRASIL,A,S
17850279,20/09/2023,Desquitado(a),F,EMPRESÁRIO,35,GO,PIRACANJUBA,BRASIL,A,N
10331037,06/09/2021,Desquitado(a),M,"SUPERIOR, INSPETOR E AGENTE DE COMPRAS E VENDAS",48,SP,FRANCA,BRASIL,A,S
10335265,07/03/2023,Solteiro(a),M,DELEGADO DE POLÍCIA,29,MA,SAO LUIS,BRASIL,A,N
10309560,11/03/2020,Solteiro(a),M,OUTROS,32,RS,GRAVATAI,BRASIL,A,S
10332339,14/02/2022,Solteiro(a),M,DELEGADO DE POLÍCIA,32,BA,SALVADOR,BRASIL,A,N
14948009,20/11/2020,Casado(a) com brasileiro(a) naturalizado(a),M,ANALISTA DE SISTEMAS,48,ES,SERRA,BRASIL,A,S
14901239,30/10/2023,Solteiro(a),M,ANALISTA DE SISTEMAS,30,AM,MANAUS,BRASIL,A,N
14932970,31/05/2023,Solteiro(a),F,ADMINISTRADOR,22,RJ,RIO DE JANEIRO,BRASIL,A,S
14901872,22/11/2022,Solteiro(a),M,ESTUDANTE,30,RO,ROLIM DE MOURA,BRASIL,A,S
14939232,04/11/2020,Solteiro(a),M,ENGENHEIRO,36,SP,VARGEM,BRASIL,A,S
10342367,28/08/2024,Solteiro(a),M,ADVOGADO,37,RJ,BOM JESUS DO ITABAPOANA,BRASIL,A,N
10294778,02/12/2024,Desquitado(a),M,SERVIDOR PÚBLICO MUNICIPAL,65,CE,FORTALEZA,BRASIL,A,N
10310476,17/08/2021,Divorciado(a),M,MILITAR EM GERAL,44,MG,JUIZ DE FORA,BRASIL,A,S
10295513,25/04/2022,Solteiro(a),M,OUTROS,60,SP,CRUZEIRO,BRASIL,A,N
10295555,21/05/2024,Desquitado(a),M,ANALISTA DE SISTEMAS,36,SP,SAO CAETANO DO SUL,BRASIL,A,S
10278848,09/08/2021,Solteiro(a),M,ANALISTA DE SISTEMAS,29,SP,SAO PAULO,BRASIL,A,S
10291531,04/06/2024,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,34,PR,FRANCISCO BELTRAO,BRASIL,A,N
10279310,12/07/2024,Desquitado(a),M,EMPRESÁRIO,49,MG,TIMOTEO,BRASIL,A,S
10300797,10/05/2021,Solteiro(a),M,OUTROS,57,RJ,SAO GONCALO,BRASIL,A,N
10330300,27/05/2022,Solteiro(a),F,CONTADOR,37,CE,FORTALEZA,BRASIL,A,S
23492225,25/10/2021,Divorciado(a),F,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,59,RS,CACHOEIRINHA,BRASIL,D,N
23519700,05/10/2021,Desquitado(a),F,PSICÓLOGO,41,CE,JUAZEIRO DO NORTE,BRASIL,A,N
23420394,04/10/2023,Desquitado(a),M,MILITAR EM GERAL,58,RJ,RIO DE JANEIRO,BRASIL,A,S
14882021,05/09/2023,Divorciado(a),F,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,30,MT,SINOP,BRASIL,A,S
14904773,22/03/2021,Solteiro(a),F,OUTROS,41,SP,SAO PAULO,BRASIL,A,N
5624146,08/07/2019,Solteiro(a),M,OUTROS,32,SP,BARUERI,BRASIL,A,S
5595235,06/03/2019,Viúvo(a),M,OUTROS,41,GO,GOIANIA,BRASIL,D,N
5603133,06/03/2019,Desquitado(a),F,MÉDICO,39,SP,SANTO ANDRE,BRASIL,D,N
5587208,15/04/2019,Solteiro(a),F,SERVIDOR PÚBLICO MUNICIPAL,47,ES,SERRA,BRASIL,D,N
5600408,17/04/2019,Solteiro(a),M,BANCARIO E ECONOMIÁRIO,41,RJ,DUQUE DE CAXIAS,BRASIL,A,N
5595647,06/03/2019,Desquitado(a),M,OUTROS,45,SC,BLUMENAU,BRASIL,D,N
5625043,12/03/2019,Desquitado(a),M,BIÓLOGO E BIOMÉDICO,51,SP,PAULINIA,BRASIL,A,N
5595730,06/03/2019,Solteiro(a),M,OUTROS,45,RS,PORTO ALEGRE,BRASIL,A,S
5607685,07/03/2019,Casado(a) com brasileiro(a) naturalizado(a),M,MÉDICO,39,SP,SOROCABA,BRASIL,A,S
5619095,07/03/2019,Desquitado(a),M,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,37,SP,GUARULHOS,BRASIL,A,S
5591574,23/11/2023,Solteiro(a),F,ESTUDANTE,26,MG,BELO HORIZONTE,BRASIL,A,N
14771975,23/06/2021,Solteiro(a),M,OUTROS,29,SP,SAO PAULO,BRASIL,A,N
14743164,30/03/2023,Solteiro(a),M,OUTROS,23,SP,SAO PAULO,BRASIL,A,N
14787231,10/02/2022,Solteiro(a),M,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,25,RJ,RIO DE JANEIRO,BRASIL,A,N
14738732,21/10/2020,Solteiro(a),M,ADMINISTRADOR,23,ES,VILA VELHA,BRASIL,A,N
14796454,11/08/2021,Solteiro(a),M,OUTROS,40,RJ,ARRAIAL DO CABO,BRASIL,A,S
14735182,01/01/1900,Solteiro(a),M,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,43,SP,EMBU DAS ARTES,BRASIL,A,N
1418446,10/02/2017,Desquitado(a),M,OUTROS,44,SP,SAO PAULO,BRASIL,A,S
1402676,15/09/2016,Casado(a) com brasileiro(a) naturalizado(a),M,ENGENHEIRO,46,MG,VESPASIANO,BRASIL,A,S
1405097,27/04/2017,Solteiro(a),F,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,50,RJ,NITEROI,BRASIL,A,S
1411746,20/09/2016,Solteiro(a),F,OUTROS,38,SP,BARUERI,BRASIL,D,N
1418914,01/06/2018,Desquitado(a),M,OUTROS,49,SP,SANTO ANDRE,BRASIL,A,N
1427605,31/01/2023,Desquitado(a),M,ENGENHEIRO,45,SP,SAO PAULO,BRASIL,D,N
1419287,21/10/2016,Desquitado(a),M,ANALISTA DE SISTEMAS,45,MG,BELO HORIZONTE,BRASIL,A,S
1419337,05/05/2021,Solteiro(a),M,OUTROS,34,SP,SAO PAULO,BRASIL,A,S
1401009,29/05/2019,Desquitado(a),M,OUTROS,39,PA,BELEM,BRASIL,D,N
1405765,16/09/2016,Solteiro(a),M,ENGENHEIRO,33,PR,CURITIBA,BRASIL,A,S
7674055,28/08/2019,União estável,M,PUBLICITÁRIO,48,SP,SAO PAULO,BRASIL,A,S
7677390,28/08/2019,Solteiro(a),F,OUTROS,50,SP,CAMPINAS,BRASIL,A,N
7667371,02/02/2024,Viúvo(a),F,SERVIDO PÚBLICO ESTADUAL,38,DF,BRASILIA,BRASIL,D,N
7674369,04/01/2021,Solteiro(a),M,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,41,MG,BELO HORIZONTE,BRASIL,A,S
7648556,28/04/2021,Solteiro(a),M,SERVIDOR PÚBLICO MUNICIPAL,28,PR,MARINGA,BRASIL,D,N
7664902,11/08/2020,Desquitado(a),M,TÉCNICO DE CONTABILIDADE E DE ESTATÍSTICA,66,SP,SAO PAULO,BRASIL,D,N
7678328,16/05/2022,Desquitado(a),M,OUTROS,43,BA,ALAGOINHAS,BRASIL,A,N
7634530,06/05/2021,Desquitado(a),M,OUTROS,59,AL,MACEIO,BRASIL,A,S
10381955,12/03/2020,Solteiro(a),M,DIRETOR DE EMPRESAS,31,RS,MARAU,BRASIL,A,N
10364465,12/07/2021,Desquitado(a),M,OUTROS,40,PR,APUCARANA,BRASIL,A,N
10379447,12/03/2020,Solteiro(a),F,OUTROS,32,SP,SAO PAULO,BRASIL,A,N
10389187,29/04/2022,Solteiro(a),M,CONSULTOR,26,SP,SANTOS,BRASIL,A,N
17923476,29/03/2021,Desquitado(a),F,OUTROS,25,PE,IGARASSU,BRASIL,A,N
27367229,21/03/2022,Desquitado(a),M,OUTROS,35,PR,CASCAVEL,BRASIL,A,N
27317571,01/12/2021,Solteiro(a),F,OUTROS,48,MG,CONTAGEM,BRASIL,A,S
29074547,10/01/2022,Solteiro(a),F,FARMACÊUTICO,35,PA,PARAUAPEBAS,BRASIL,A,S
29054934,10/01/2022,Desquitado(a),F,FUNCIONÁRIO PÚBLICO CIVIL APOSENTADO,39,RJ,MAGE,BRASIL,A,N
29039203,02/01/2023,Solteiro(a),M,OUTROS,22,PR,HONORIO SERPA,BRASIL,A,N
29040410,10/04/2023,Solteiro(a),M,OUTROS,21,SP,SANTO ANDRE,BRASIL,A,N
29053652,10/01/2022,Solteiro(a),M,OUTROS,25,BA,GUANAMBI,BRASIL,D,N
21669862,09/11/2021,Solteiro(a),F,OUTROS,32,RS,PORTO ALEGRE,BRASIL,A,N
21677658,10/08/2021,Solteiro(a),M,ANALISTA DE SISTEMAS,28,SP,SAO PAULO,BRASIL,A,N
431034,05/11/2015,Desquitado(a),M,OUTROS,62,SC,JOINVILLE,BRASIL,A,N
431255,07/06/2022,Solteiro(a),M,SERVIDOR PÚBLICO FEDERAL,39,SP,SAO PAULO,BRASIL,D,N
431273,24/05/2016,Desquitado(a),M,ECONOMISTA,47,SP,BAURU,BRASIL,A,S
431332,23/01/2019,Solteiro(a),M,ADVOGADO,54,PR,LONDRINA,BRASIL,D,N
428852,03/06/2022,Desquitado(a),M,TECNÓLOGO,45,SP,SAO PAULO,BRASIL,A,N
432060,08/12/2015,Solteiro(a),F,SERVIDO PÚBLICO ESTADUAL,63,SP,SAO PAULO,BRASIL,D,N
429389,20/04/2018,Desquitado(a),F,CONTADOR,47,RJ,RIO DE JANEIRO,BRASIL,A,S
432089,11/09/2017,Desquitado(a),M,ENGENHEIRO,35,SP,SOROCABA,BRASIL,A,S
432134,23/01/2017,Desquitado(a),M,BANCARIO E ECONOMIÁRIO,36,PR,CURITIBA,BRASIL,D,N
434334,08/11/2021,Solteiro(a),F,MÉDICO,43,SP,SAO PAULO,BRASIL,A,N
434751,14/11/2016,Solteiro(a),M,ECONOMISTA,40,MG,BELO HORIZONTE,BRASIL,A,N
432823,16/08/2022,Desquitado(a),M,OUTROS,45,SP,SANTANA DE PARNAIBA,BRASIL,A,N
434980,22/05/2017,Desquitado(a),M,"CAPITALISTA, RECEBENDO RENDIMENTO DE APLICAÇÃO DE CAPITAL",57,SP,SAO PAULO,BRASIL,D,N
427659,04/08/2015,Desquitado(a),M,AGRONOMO,56,SP,MONTE ALTO,BRASIL,A,S
430745,26/10/2023,Divorciado(a),M,SERVIDOR PÚBLICO FEDERAL,39,AL,MACEIO,BRASIL,A,S
425244,17/06/2021,Divorciado(a),F,"TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES",34,SP,SAO PAULO,BRASIL,A,N
414283,07/06/2017,Casado(a) com brasileiro(a) naturalizado(a),M,ENGENHEIRO,41,PR,FOZ DO IGUACU,BRASIL,A,N
417255,08/06/2017,Solteiro(a),M,OUTROS,31,SP,ALTINOPOLIS,BRASIL,D,N
417420,06/09/2016,Solteiro(a),M,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",37,ES,VILA VELHA,BRASIL,A,N
422576,01/08/2019,Solteiro(a),M,SERVIDOR PÚBLICO MUNICIPAL,50,SP,JUNDIAI,BRASIL,D,N
417729,31/01/2017,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,62,RJ,RIO DE JANEIRO,BRASIL,A,N
422745,05/04/2021,Solteiro(a),F,ENGENHEIRO,51,PR,CURITIBA,BRASIL,A,N
417745,02/12/2020,Desquitado(a),M,ENGENHEIRO,38,RJ,MACAE,BRASIL,A,N
415223,08/05/2015,Desquitado(a),M,GERENTE,42,SP,SAO PAULO,BRASIL,A,S
421004,29/03/2021,Desquitado(a),M,PUBLICITÁRIO,39,MG,PIUMHI,BRASIL,A,S
415548,07/02/2018,Desquitado(a),M,SERVIDOR PÚBLICO MUNICIPAL,52,SP,SAO PAULO,BRASIL,A,S
423827,16/10/2024,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,37,PA,BELEM,BRASIL,A,N
415880,15/09/2021,Desquitado(a),F,PROFISSIONAIS DE LETRAS E DE ARTES,39,PR,CURITIBA,BRASIL,A,S
421824,08/11/2021,Desquitado(a),M,SERVIDO PÚBLICO ESTADUAL,38,PR,CASCAVEL,BRASIL,A,N
5972271,21/09/2023,Solteiro(a),F,DESENHISTA INDUSTRIAL,44,SP,SAO PAULO,BRASIL,A,S
5972712,21/12/2021,Solteiro(a),M,ENGENHEIRO,29,MA,SAO LUIS,BRASIL,A,S
6012772,04/09/2024,Solteiro(a),F,SERVIDOR PÚBLICO FEDERAL,41,SC,JOINVILLE,BRASIL,A,N
6012848,04/05/2022,Solteiro(a),M,TRABALHADOR DE USINAGEM E METAIS,25,SP,SAO PAULO,BRASIL,A,S
6015263,09/02/2023,Desquitado(a),F,EMPRESÁRIO,58,SP,SOROCABA,BRASIL,A,N
5997066,21/12/2021,Desquitado(a),M,BOMBEIRO,29,SP,SAO PAULO,BRASIL,A,S
5997515,22/04/2021,Divorciado(a),M,OUTROS,53,MG,MATOZINHOS,BRASIL,A,N
6653606,10/05/2022,Desquitado(a),F,ENGENHEIRO,33,SP,SAO PAULO,BRASIL,A,N
6663140,05/03/2024,Solteiro(a),F,ESTUDANTE,25,PA,BELEM,BRASIL,A,S
6663374,27/09/2023,Solteiro(a),M,AGENTE ADMINISTRATIVO,30,SP,SAO PAULO,BRASIL,A,S
6628899,05/05/2022,Desquitado(a),F,OUTROS,36,MG,BELO HORIZONTE,BRASIL,A,N
6610804,18/10/2019,Casado(a) com brasileiro(a) naturalizado(a),M,ANALISTA DE SISTEMAS,41,SP,SOROCABA,BRASIL,A,S
6629452,15/09/2021,Desquitado(a),F,SERVENTUÁRIO DE JUSTIÇA,53,PE,RECIFE,BRASIL,A,N
6633490,03/06/2019,Desquitado(a),M,MILITAR EM GERAL,33,SP,SAO PAULO,BRASIL,A,S
19743143,05/03/2024,Solteiro(a),M,OUTROS,19,PE,RECIFE,BRASIL,A,S
19743266,11/07/2022,Solteiro(a),M,"VENDEDOR PRACISTA, REPRESENTANTE COMERCIAL, CAIXEIRO VIAJANTE",45,SP,PIRACICABA,BRASIL,A,N
19712819,07/06/2021,Solteiro(a),M,ANALISTA DE SISTEMAS,26,SP,SAO PAULO,BRASIL,A,S
19764874,27/02/2024,Solteiro(a),M,ANALISTA DE SISTEMAS,25,SP,LINS,BRASIL,A,S
19738321,04/08/2022,Casado(a) com brasileiro(a) naturalizado(a),F,TÉCNICO DE LABORATÓRIO E RAIO X,35,SC,FLORIANOPOLIS,BRASIL,A,N
13885404,16/02/2022,Solteiro(a),M,OUTROS,28,PE,JABOATAO DOS GUARARAPES,BRASIL,A,S
13850945,28/04/2021,Desquitado(a),M,OUTROS,49,SP,IBATE,BRASIL,A,S
13893693,01/01/1900,Desquitado(a),M,"SUPERIOR, INSPETOR E AGENTE DE COMPRAS E VENDAS",40,SP,SAO PAULO,BRASIL,A,N
13877756,01/01/1900,Divorciado(a),F,ADMINISTRADOR,41,SP,SANTO ANDRE,BRASIL,A,N
14271616,02/05/2022,Solteiro(a),M,OUTROS,46,RJ,RIO DE JANEIRO,BRASIL,A,S
14295406,23/08/2022,Solteiro(a),M,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,23,MG,ITABIRA,BRASIL,A,N
14281816,02/12/2024,Solteiro(a),F,ADMINISTRADOR,35,RS,PORTO ALEGRE,BRASIL,A,S
14317625,21/06/2021,Solteiro(a),M,AGRONOMO,34,RS,PELOTAS,BRASIL,A,N
14277633,12/07/2021,Solteiro(a),M,ADVOGADO,25,RS,PORTO ALEGRE,BRASIL,A,S
17633158,08/07/2021,Solteiro(a),M,ADVOGADO,32,PR,CURITIBA,BRASIL,A,N
17633773,06/11/2023,Solteiro(a),M,ADMINISTRADOR,35,RS,GARIBALDI,BRASIL,A,S
17642081,12/04/2021,Desquitado(a),M,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),58,SP,BADY BASSITT,BRASIL,A,N
17646727,11/10/2022,Divorciado(a),M,SERVIDO PÚBLICO ESTADUAL,48,PE,CARUARU,BRASIL,A,S
17646851,08/11/2022,Divorciado(a),M,MÉDICO,48,PB,JOAO PESSOA,BRASIL,A,N
17621555,17/08/2022,Solteiro(a),F,OUTROS,27,SP,SAO PAULO,BRASIL,A,N
1614088,05/05/2021,Desquitado(a),M,ANALISTA DE SISTEMAS,39,MG,BELO HORIZONTE,BRASIL,A,N
1614195,29/07/2021,Solteiro(a),M,AGENTE ADMINISTRATIVO,40,MA,PACO DO LUMIAR,BRASIL,D,N
1630323,11/03/2019,Solteiro(a),M,DESENHISTA INDUSTRIAL,41,RS,PORTO ALEGRE,BRASIL,A,S
1621594,04/10/2018,Solteiro(a),M,ADVOGADO,30,BA,SALVADOR,BRASIL,A,S
1628500,14/04/2021,Solteiro(a),M,CONTADOR,31,SP,MAUA,BRASIL,A,S
1630547,06/02/2017,Solteiro(a),M,ENGENHEIRO,35,SP,SAO PAULO,BRASIL,A,S
1607434,19/12/2016,Desquitado(a),M,SACERDOTE OU MEMBRO DE ORDENS OU SEITAS RELIGIOSAS,45,ES,VITORIA,BRASIL,A,N
1626178,19/08/2021,Solteiro(a),M,ESTUDANTE,25,SP,SAO CAETANO DO SUL,BRASIL,A,S
1628605,14/12/2016,Solteiro(a),F,OUTROS,57,SP,GUARULHOS,BRASIL,A,N
1630845,20/07/2023,Divorciado(a),M,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,32,SP,SAO PAULO,BRASIL,A,S
1598203,05/03/2018,Desquitado(a),M,PROFESSOR DE ENSINO SUPERIOR,43,SC,FLORIANOPOLIS,BRASIL,A,N
1605487,05/12/2016,Solteiro(a),M,SERVENTUÁRIO DE JUSTIÇA,42,ES,PRESIDENTE KENNEDY,BRASIL,D,N
1621968,12/12/2016,Desquitado(a),M,SERVIDOR PÚBLICO FEDERAL,46,MG,UBERLANDIA,BRASIL,A,N
1600726,01/12/2016,Casado(a) com brasileiro(a) nato(a),M,OUTROS,64,SP,LOUVEIRA,BRASIL,A,S
1619833,13/03/2019,Solteiro(a),M,"VENDEDOR PRACISTA, REPRESENTANTE COMERCIAL, CAIXEIRO VIAJANTE",34,PE,RECIFE,BRASIL,A,S
1628993,14/12/2016,Solteiro(a),M,ESTUDANTE,32,SP,CAMPINAS,BRASIL,A,N
20647119,07/08/2023,Solteiro(a),M,ADMINISTRADOR,26,CE,FORTALEZA,BRASIL,A,S
20647816,21/09/2021,Divorciado(a),F,ENGENHEIRO,37,SC,SAO JOSE,BRASIL,A,N
3937329,05/09/2023,Desquitado(a),F,OUTROS,36,SC,SAO BENTO DO SUL,BRASIL,A,S
3948622,06/12/2021,Desquitado(a),M,ADMINISTRADOR,66,RJ,RIO DE JANEIRO,BRASIL,A,S
3956461,28/04/2021,Desquitado(a),M,ENGENHEIRO,31,SC,JOINVILLE,BRASIL,A,N
3940752,20/09/2018,Desquitado(a),M,ADMINISTRADOR,68,RS,SAO LEOPOLDO,BRASIL,A,N
3951214,09/01/2024,Solteiro(a),M,OUTROS,38,SC,JOACABA,BRASIL,A,S
3958491,24/09/2018,Solteiro(a),M,ADMINISTRADOR,34,SP,SUZANO,BRASIL,D,N
3959990,06/07/2021,Solteiro(a),M,OUTROS,50,ES,VILA VELHA,BRASIL,A,S
3946174,02/12/2020,Casado(a) com brasileiro(a) naturalizado(a),F,"CAPITALISTA, RECEBENDO RENDIMENTO DE APLICAÇÃO DE CAPITAL",50,RS,SAO LEOPOLDO,BRASIL,A,N
3949016,21/09/2018,Desquitado(a),F,OUTROS,50,AL,MACEIO,BRASIL,A,S
3958643,24/09/2018,Desquitado(a),M,OUTROS,44,SP,SAO PAULO,BRASIL,A,S
6356085,08/05/2019,Solteiro(a),F,ESTUDANTE,25,RJ,NITEROI,BRASIL,A,N
6376035,28/04/2023,Solteiro(a),F,PSICÓLOGO,28,SP,RIBEIRAO PRETO,BRASIL,A,S
6340047,30/10/2023,Desquitado(a),M,OUTROS,38,SP,PINDAMONHANGABA,BRASIL,A,N
6345745,24/05/2019,Solteiro(a),M,ESTUDANTE,26,RN,NATAL,BRASIL,A,N
6832334,09/09/2024,Desquitado(a),F,OUTROS,30,MG,CONGONHAS,BRASIL,A,N
6861917,02/03/2021,Desquitado(a),M,ENGENHEIRO,39,MG,POCOS DE CALDAS,BRASIL,A,N
6878671,27/06/2019,Solteiro(a),M,ANALISTA DE SISTEMAS,40,SP,SAO PAULO,BRASIL,A,S
6832660,10/07/2019,Solteiro(a),M,DESENHISTA INDUSTRIAL,31,AP,MACAPA,BRASIL,A,N
6878812,21/09/2023,Desquitado(a),F,MÉDICO,33,PE,RECIFE,BRASIL,A,S
6829836,24/06/2019,Solteiro(a),M,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,33,DF,BRASILIA,BRASIL,A,N
6848439,20/10/2023,Viúvo(a),F,BANCARIO E ECONOMIÁRIO,69,MG,CAXAMBU,BRASIL,A,N
6852834,17/08/2021,Divorciado(a),F,GERENTE,41,SP,GUARULHOS,BRASIL,A,S
6842193,24/06/2019,Solteiro(a),M,ESTUDANTE,23,BA,ITAMBE,BRASIL,A,S
6867085,20/11/2023,Solteiro(a),F,ENGENHEIRO,28,MG,LAGOA DA PRATA,BRASIL,A,N
