Codigo do Investidor,Data da Operacao,Tipo Titulo,Vencimento do Titulo,Quantidade,Valor do Titulo,Valor da Operacao,Tipo da Operacao,Canal da Operacao
2667594,27/01/2023,Tesouro Selic,01/03/2026,"0,04","0,00","508,50",C,H
2088749,20/01/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,84","3864,47","3246,15",V,H
1094356,23/01/2023,Tesouro Prefixado,01/01/2029,"0,20","484,72","96,94",C,H
215222,02/01/2023,Tesouro Selic,01/03/2025,"1,18","0,00","14894,07",C,H
40609567,04/01/2023,Tesouro IPCA+,15/05/2035,"1,04","1909,62","1986,00",C,H
3485434,26/01/2023,Tesouro Prefixado,01/07/2024,"0,14","840,36","117,65",V,H
47501,04/01/2023,Tesouro Selic,01/03/2025,"0,55","0,00","6949,57",C,H
37193365,30/01/2023,Tesouro Selic,01/03/2026,"0,01","0,00","127,15",V,H
9135367,06/01/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2050,"4,75","3874,49","18403,82",V,H
6994981,04/01/2023,Tesouro Selic,01/03/2025,"0,22","0,00","2779,27",V,H
9636416,11/01/2023,Tesouro Prefixado,01/01/2029,"265,71","489,25","129998,61",C,H
8583936,30/01/2023,Tesouro IPCA+,15/05/2045,"30,41","986,30","29993,38",C,H
14660200,06/01/2023,Tesouro IPCA+,15/08/2026,"6,25","3199,42","19996,37",C,H
1774506,18/01/2023,Tesouro Selic,01/03/2027,"0,20","0,00","2522,95",V,H
15432914,13/01/2023,Tesouro Selic,01/03/2026,"0,04","0,00","505,93",C,H
34022134,12/01/2023,Tesouro Selic,01/03/2025,"0,01","0,00","126,73",V,H
16030193,11/01/2023,Tesouro Selic,01/03/2027,"0,07","0,00","880,84",V,H
9114968,10/01/2023,Tesouro IPCA+,15/05/2035,"1,06","1897,59","2011,44",C,H
15301707,19/01/2023,Tesouro Selic,01/03/2029,"0,02","0,00","251,38",V,H
18783690,06/01/2023,Tesouro IPCA+,15/05/2035,"0,27","1893,43","511,22",C,H
614955,18/01/2023,Tesouro IPCA+,15/05/2029,"0,07","2779,08","194,53",C,H
9655049,19/01/2023,Tesouro Selic,01/03/2026,"1,83","0,00","23191,69",C,H
26809399,19/01/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,49","4113,62","2015,67",C,H
1208366,03/01/2023,Tesouro Selic,01/03/2027,"0,16","0,00","2006,66",V,H
3452557,06/01/2023,Tesouro Selic,01/03/2027,"0,04","0,00","502,77",C,H
3390161,06/01/2023,Tesouro Selic,01/03/2027,"0,16","0,00","2011,08",C,H
4010030,25/01/2023,Tesouro IPCA+,15/05/2035,"0,13","1893,19","246,11",C,H
3083679,16/01/2023,Tesouro Prefixado,01/01/2029,"0,21","498,02","104,58",C,H
5190779,20/01/2023,Tesouro Selic,01/03/2025,"0,38","0,00","4830,25",V,H
26614751,30/01/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,03","3851,77","115,55",C,H
14868710,06/01/2023,Tesouro Selic,01/03/2025,"0,08","0,00","1011,95",C,H
6483080,12/01/2023,Tesouro Selic,01/03/2025,"0,34","0,00","4308,83",V,H
3109444,05/01/2023,Tesouro Selic,01/03/2027,"0,01","0,00","125,60",C,H
3674256,31/01/2023,Tesouro Selic,01/03/2027,"0,01","0,00","126,77",V,H
36243289,02/01/2023,Tesouro IPCA+,15/05/2045,"0,28","1049,34","293,81",C,H
30113608,10/01/2023,Tesouro Selic,01/03/2026,"0,01","0,00","126,29",C,H
717456,19/01/2023,Tesouro Selic,01/03/2029,"0,04","0,00","503,07",C,H
2717541,24/01/2023,Tesouro Prefixado,01/01/2029,"1,05","481,92","506,01",C,H
3168381,19/01/2023,Tesouro Prefixado,01/01/2026,"42,33","708,65","29997,15",C,H
19204916,19/01/2023,Tesouro Selic,01/03/2026,"0,39","0,00","4942,49",C,H
4607159,10/01/2023,Tesouro IPCA+,15/05/2035,"0,06","1878,74","112,72",V,H
6682574,03/01/2023,Tesouro IPCA+,15/08/2026,"0,27","3204,43","865,19",C,H
58628,12/01/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,86","3873,89","3331,54",V,H
768880,30/01/2023,Tesouro Selic,01/03/2029,"0,54","0,00","6815,34",C,H
764344,19/01/2023,Tesouro Prefixado,01/01/2026,"14,61","706,79","10326,20",V,S
10523421,04/01/2023,Tesouro Selic,01/03/2027,"0,01","0,00","125,53",C,H
518782,10/01/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2030,"0,74","4037,23","2987,55",V,S
4460669,05/01/2023,Tesouro Selic,01/03/2027,"0,45","0,00","5650,92",V,H
2598401,04/01/2023,Tesouro Selic,01/03/2027,"0,28","0,00","3514,96",C,H
258589,10/01/2023,Tesouro IPCA+,15/05/2035,"2,79","1864,95","5203,21",V,H
21589453,26/01/2023,Tesouro Selic,01/03/2029,"0,56","0,00","7060,53",C,H
38482147,18/01/2023,Tesouro Prefixado,01/01/2026,"0,05","704,24","35,21",C,H
19704875,02/01/2023,Tesouro Selic,01/03/2027,"0,01","0,00","125,40",C,H
1890795,23/01/2023,Tesouro IPCA+,15/08/2026,"0,09","3250,61","292,55",V,H
40681263,25/01/2023,Tesouro Selic,01/03/2029,"0,01","0,00","126,02",C,H
1967291,19/01/2023,Tesouro Selic,01/03/2027,"0,80","0,00","10097,02",V,H
12537069,20/01/2023,Tesouro Selic,01/03/2029,"0,13","0,00","1635,80",C,H
4970102,10/01/2023,Tesouro Prefixado,01/01/2026,"21,59","694,88","15002,45",C,H
9494868,12/01/2023,Tesouro Prefixado,01/01/2026,"0,05","706,45","35,32",C,H
5712246,05/01/2023,Tesouro IPCA+,15/08/2026,"0,47","3189,54","1499,08",C,H
4742389,23/01/2023,Tesouro Prefixado,01/01/2029,"1,03","484,72","499,26",C,H
4734888,05/01/2023,Tesouro Selic,01/03/2025,"0,02","0,00","252,84",C,H
3367876,16/01/2023,Tesouro IPCA+,15/05/2045,"2,82","1060,34","2990,15",C,H
1085053,06/01/2023,Tesouro Selic,01/03/2023,"0,02","0,00","253,09",V,H
16413452,18/01/2023,Tesouro Prefixado com Juros Semestrais,01/01/2031,"0,03","886,23","26,58",V,H
2591142,03/01/2023,Tesouro Selic,01/03/2025,"0,16","0,00","2020,15",V,H
9185951,26/01/2023,Tesouro IPCA+,15/05/2035,"0,84","1905,18","1600,35",C,H
15230818,12/01/2023,Tesouro Selic,01/03/2026,"0,26","0,00","3286,97",C,H
6544709,13/01/2023,Tesouro Selic,01/09/2024,"0,06","0,00","761,04",V,H
30334691,18/01/2023,Tesouro Selic,01/03/2027,"0,04","0,00","504,58",V,H
8988116,27/01/2023,Tesouro Selic,01/03/2025,"0,15","0,00","1911,57",V,H
31948691,05/01/2023,Tesouro Selic,01/03/2025,"0,16","0,00","2022,43",V,H
55610,06/01/2023,Tesouro Selic,01/03/2025,"2,39","0,00","30225,56",V,H
21052242,10/01/2023,Tesouro Selic,01/09/2024,"0,79","0,00","10005,75",V,H
5282858,12/01/2023,Tesouro Selic,01/03/2025,"1,10","0,00","13940,33",V,H
4794823,09/01/2023,Tesouro Prefixado,01/01/2029,"0,35","480,85","168,29",C,H
4224483,04/01/2023,Tesouro IPCA+,15/08/2026,"0,02","3200,22","64,00",C,H
1315806,05/01/2023,Tesouro Prefixado,01/01/2025,"0,10","780,82","78,08",C,H
18109480,24/01/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,07","844,97","59,14",C,H
2409020,12/01/2023,Tesouro Selic,01/03/2029,"0,01","0,00","125,39",V,H
3444200,12/01/2023,Tesouro Selic,01/03/2029,"0,01","0,00","125,47",C,H
1644731,13/01/2023,Tesouro Selic,01/03/2026,"1,22","0,00","15431,10",C,H
22981208,02/01/2023,Tesouro IPCA+,15/08/2026,"0,26","3222,89","837,95",C,H
29571029,26/01/2023,Tesouro Selic,01/03/2029,"0,88","0,00","11095,12",C,H
1956954,06/01/2023,Tesouro Selic,01/09/2024,"0,01","0,00","126,52",V,H
38526753,06/01/2023,Tesouro Prefixado,01/01/2029,"0,41","477,59","195,81",V,S
16629440,23/01/2023,Tesouro Selic,01/03/2029,"0,01","0,00","125,89",C,H
2644164,20/01/2023,Tesouro Selic,01/03/2025,"0,44","0,00","5592,96",V,H
527396,23/01/2023,Tesouro Prefixado,01/01/2026,"0,10","702,30","70,23",C,H
12163294,24/01/2023,Tesouro Selic,01/03/2026,"0,94","0,00","11930,79",C,H
40470515,26/01/2023,Tesouro Selic,01/03/2025,"1,57","0,00","19997,62",V,H
1458035,18/01/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"1,25","3961,07","4951,33",C,H
726231,16/01/2023,Tesouro IPCA+,15/05/2029,"0,85","2786,79","2368,77",C,H
41014091,17/01/2023,Tesouro Selic,01/03/2029,"0,02","0,00","251,30",C,H
33072331,09/01/2023,Tesouro IPCA+,15/05/2045,"0,09","1006,33","90,56",C,H
2821652,05/01/2023,Tesouro Selic,01/03/2027,"0,80","0,00","10046,08",V,H
36821935,11/01/2023,Tesouro Prefixado,01/01/2029,"0,20","487,96","97,59",C,H
1172841,23/01/2023,Tesouro Selic,01/03/2026,"0,04","0,00","507,27",V,H
32746227,05/01/2023,Tesouro IPCA+,15/08/2026,"0,03","3189,54","95,68",C,H
15315280,23/01/2023,Tesouro Selic,01/03/2025,"0,03","0,00","381,53",V,H
10720278,04/01/2023,Tesouro Selic,01/03/2027,"0,16","0,00","2008,54",C,H
4419330,10/01/2023,Tesouro Prefixado,01/01/2026,"0,18","694,88","125,07",C,H
38428194,11/01/2023,Tesouro Selic,01/03/2026,"0,09","0,00","1137,23",C,H
15778832,16/01/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,02","4125,60","82,51",C,H
1992390,16/01/2023,Tesouro Selic,01/03/2025,"0,79","0,00","10021,78",V,H
20647119,09/01/2023,Tesouro Prefixado,01/01/2025,"0,04","784,46","31,37",C,H
320119,03/01/2023,Tesouro IPCA+,15/08/2026,"0,01","3202,25","32,02",C,S
793112,04/01/2023,Tesouro Selic,01/03/2025,"0,18","0,00","2274,40",C,H
6012772,10/01/2023,Tesouro IPCA+,15/05/2045,"2,00","1006,72","2013,44",C,H
33792654,03/01/2023,Tesouro Selic,01/03/2027,"0,04","0,00","501,66",V,H
6893516,13/01/2023,Tesouro IPCA+,15/05/2045,"0,10","1066,17","106,61",C,S
1571648,16/01/2023,Tesouro Selic,01/03/2023,"0,31","0,00","3934,84",V,H
1284339,20/01/2023,Tesouro Selic,01/03/2026,"1,00","0,00","12679,27",C,H
871937,31/01/2023,Tesouro Selic,01/03/2029,"0,32","0,00","4040,85",C,H
1890780,11/01/2023,Tesouro Selic,01/03/2026,"1,60","0,00","20217,50",C,H
326105,27/01/2023,Tesouro Prefixado,01/01/2026,"2,83","704,55","1993,87",C,H
258965,20/01/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,26","3864,47","1004,76",V,H
18152456,04/01/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2040,"0,05","3987,73","199,38",C,H
4448442,02/01/2023,Tesouro IPCA+,15/08/2026,"6,21","3223,99","20020,97",C,H
33866591,27/01/2023,Tesouro Prefixado,01/01/2026,"45,42","704,55","32000,66",C,H
18793423,10/01/2023,Tesouro Prefixado,01/01/2029,"2,07","481,34","996,37",C,H
16420652,27/01/2023,Tesouro Prefixado,01/01/2026,"0,99","705,29","698,23",C,S
4022685,17/01/2023,Tesouro Selic,01/03/2029,"0,04","0,00","502,61",C,H
1173351,26/01/2023,Tesouro Selic,01/03/2029,"0,44","0,00","5547,56",C,H
41105678,25/01/2023,Tesouro Selic,01/03/2026,"0,01","0,00","126,99",C,H
7177194,26/01/2023,Tesouro Selic,01/03/2026,"1,53","0,00","19439,81",C,H
2398022,11/01/2023,Tesouro Selic,01/03/2026,"0,06","0,00","758,15",C,H
5691305,30/01/2023,Tesouro IPCA+,15/08/2026,"3,00","3248,05","9744,15",V,H
12043295,12/01/2023,Tesouro Prefixado,01/01/2025,"0,03","789,58","23,68",V,H
41394170,31/01/2023,Tesouro Selic,01/03/2029,"0,02","0,00","252,55",C,H
12859331,05/01/2023,Tesouro IPCA+,15/08/2026,"1,00","3185,23","3185,23",V,H
10681630,19/01/2023,Tesouro Prefixado,01/01/2026,"0,16","709,02","113,44",C,H
1232509,02/01/2023,Tesouro Selic,01/03/2025,"6,65","0,00","83936,96",C,H
771034,10/01/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"5,70","847,83","4832,63",C,H
3740688,10/01/2023,Tesouro Prefixado,01/01/2029,"0,83","481,34","399,51",C,H
103112,16/01/2023,Tesouro Selic,01/03/2027,"0,46","0,00","5796,82",V,H
34379646,30/01/2023,Tesouro Selic,01/03/2026,"0,01","0,00","127,19",C,H
40460356,02/01/2023,Tesouro Prefixado,01/01/2025,"0,12","789,23","94,70",C,H
5052464,03/01/2023,Tesouro Selic,01/03/2027,"0,07","0,00","878,28",C,H
428852,23/01/2023,Tesouro IPCA+,15/05/2045,"0,42","1019,28","428,09",C,H
40069465,11/01/2023,Tesouro Selic,01/03/2029,"9,64","0,00","120898,42",C,H
4051976,18/01/2023,Tesouro Selic,01/03/2027,"0,16","0,00","2018,34",V,H
10022182,27/01/2023,Tesouro Selic,01/03/2025,"0,01","0,00","127,43",V,H
14716719,12/01/2023,Tesouro Prefixado,01/01/2029,"2,00","490,25","980,50",C,H
126359,03/01/2023,Tesouro Selic,01/03/2027,"1,60","0,00","20074,97",C,H
1231417,24/01/2023,Tesouro Selic,01/03/2026,"0,02","0,00","253,84",C,H
226336,10/01/2023,Tesouro Selic,01/03/2026,"0,01","0,00","126,29",C,H
2556415,18/01/2023,Tesouro IPCA+,15/05/2029,"21,18","2779,08","58860,91",C,H
30464895,18/01/2023,Tesouro Selic,01/03/2025,"0,40","0,00","5079,35",V,H
12284038,26/01/2023,Tesouro Prefixado,01/01/2026,"2,13","704,40","1500,37",C,H
852986,18/01/2023,Tesouro IPCA+,15/05/2035,"0,29","1935,06","561,16",C,H
8167838,26/01/2023,Tesouro Selic,01/03/2027,"0,01","0,00","126,56",V,H
2724036,17/01/2023,Tesouro IPCA+,15/05/2045,"1,70","1047,51","1780,76",C,S
5006354,23/01/2023,Tesouro Prefixado,01/01/2026,"0,05","702,30","35,11",C,H
15490291,03/01/2023,Tesouro Prefixado,01/01/2029,"7,26","482,71","3504,47",C,H
8362592,04/01/2023,Tesouro Selic,01/03/2027,"0,02","0,00","251,06",C,H
13991927,04/01/2023,Tesouro Selic,01/03/2025,"0,01","0,00","126,35",C,H
34522897,18/01/2023,Tesouro Selic,01/03/2029,"0,16","0,00","2011,30",C,H
2367669,04/01/2023,Tesouro IPCA+,15/08/2026,"0,02","3202,39","64,04",C,H
12371024,17/01/2023,Tesouro Prefixado,01/01/2026,"2,81","706,88","1986,33",C,H
26654316,24/01/2023,Tesouro IPCA+,15/05/2035,"0,03","1907,75","57,23",C,H
417745,16/01/2023,Tesouro IPCA+,15/05/2045,"2,00","1044,90","2089,80",C,H
33093994,09/01/2023,Tesouro Selic,01/03/2027,"0,01","0,00","125,76",C,H
7271263,04/01/2023,Tesouro Prefixado,01/01/2025,"0,04","785,11","31,40",C,H
10785265,13/01/2023,Tesouro Selic,01/03/2026,"0,01","0,00","126,48",C,H
26152181,12/01/2023,Tesouro Selic,01/03/2029,"0,05","0,00","627,37",C,H
8089,03/01/2023,Tesouro Selic,01/09/2024,"0,04","0,00","505,28",V,H
5053403,31/01/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"2,12","845,66","1792,79",C,H
1483184,16/01/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,02","4119,96","82,39",C,H
37630006,30/01/2023,Tesouro Selic,01/03/2027,"0,05","0,00","633,50",V,H
8842819,05/01/2023,Tesouro Selic,01/03/2027,"0,05","0,00","628,01",C,H
1491664,23/01/2023,Tesouro IPCA+,15/05/2045,"1,28","1019,28","1304,67",C,H
16399887,17/01/2023,Tesouro IPCA+,15/05/2029,"0,02","2784,58","55,69",C,H
47827,30/01/2023,Tesouro Selic,01/03/2025,"6,33","0,00","80710,98",V,H
36277911,04/01/2023,Tesouro IPCA+,15/08/2026,"0,01","3200,22","32,00",C,H
35601808,09/01/2023,Tesouro IPCA+,15/08/2026,"0,01","3211,29","32,11",C,H
1457095,11/01/2023,Tesouro Selic,01/03/2025,"0,18","0,00","2279,99",V,H
571397,09/01/2023,Tesouro Selic,01/03/2025,"1,50","0,00","18980,10",V,H
40563040,17/01/2023,Tesouro Selic,01/03/2029,"0,01","0,00","125,65",C,H
2339014,31/01/2023,Tesouro Selic,01/03/2026,"0,01","0,00","127,25",C,H
1951886,03/01/2023,Tesouro Selic,01/03/2027,"0,05","0,00","627,34",C,H
970122,06/01/2023,Tesouro IPCA+,15/05/2045,"0,68","984,84","669,69",V,H
33945582,19/01/2023,Tesouro Selic,01/03/2027,"0,13","0,00","1640,76",V,H
9187118,24/01/2023,Tesouro Selic,01/03/2029,"0,01","0,00","125,95",C,H
6110032,17/01/2023,Tesouro Prefixado,01/01/2029,"0,07","494,33","34,60",C,H
11253471,03/01/2023,Tesouro Selic,01/09/2024,"0,47","0,00","5937,12",V,H
2081822,04/01/2023,Tesouro IPCA+,15/08/2026,"0,04","3202,39","128,09",C,H
29116837,18/01/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,06","869,30","52,15",C,H
562228,20/01/2023,Tesouro Selic,01/03/2025,"0,01","0,00","127,11",V,H
31854595,04/01/2023,Tesouro Selic,01/03/2025,"0,08","0,00","1010,84",C,H
15121425,30/01/2023,Tesouro Prefixado,01/01/2029,"0,07","481,61","33,71",C,H
6447612,12/01/2023,Tesouro Prefixado,01/01/2029,"0,20","492,59","98,51",C,H
2831197,06/01/2023,Tesouro IPCA+,15/08/2026,"0,02","3197,26","63,94",C,H
2811473,26/01/2023,Tesouro IPCA+,15/05/2045,"1,99","1010,08","2010,05",C,H
34273393,23/01/2023,Tesouro Selic,01/03/2029,"0,04","0,00","503,58",C,H
40926494,27/01/2023,Tesouro Prefixado,01/01/2026,"0,05","704,19","35,20",C,H
504516,04/01/2023,Tesouro Selic,01/03/2027,"17,71","0,00","222321,24",C,H
222545,13/01/2023,Tesouro Prefixado,01/07/2024,"0,50","838,48","419,24",V,H
10272702,04/01/2023,Tesouro Selic,01/03/2025,"0,93","0,00","11748,77",V,H
18301020,24/01/2023,Tesouro Prefixado,01/01/2029,"0,56","478,66","268,04",C,H
23676036,06/01/2023,Tesouro Prefixado,01/01/2025,"0,11","783,94","86,23",C,H
26315159,23/01/2023,Tesouro Prefixado,01/01/2026,"14,23","702,30","9993,72",C,H
9646682,25/01/2023,Tesouro IPCA+,15/08/2024,"0,01","3650,14","36,50",V,H
26692282,03/01/2023,Tesouro IPCA+,15/08/2026,"0,50","3202,25","1601,12",C,H
7199596,16/01/2023,Tesouro Selic,01/03/2029,"0,24","0,00","3014,25",C,H
4083469,18/01/2023,Tesouro Selic,01/03/2023,"0,03","0,00","381,17",V,H
997373,06/01/2023,Tesouro IPCA+,15/05/2045,"0,09","984,84","88,63",V,H
2274479,13/01/2023,Tesouro IPCA+,15/05/2029,"74,15","2786,23","206598,95",C,H
21904254,06/01/2023,Tesouro IPCA+,15/08/2026,"0,15","3197,26","479,58",C,H
15678180,11/01/2023,Tesouro Prefixado,01/01/2026,"1,14","698,52","796,31",C,H
712365,27/01/2023,Tesouro Selic,01/03/2026,"0,05","0,00","635,63",C,H
40328946,09/01/2023,Tesouro Selic,01/03/2027,"0,04","0,00","503,06",C,H
783496,02/01/2023,Tesouro Selic,01/03/2027,"1,63","0,00","20440,52",C,H
798078,05/01/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"3,60","839,16","3020,97",C,S
1433955,06/01/2023,Tesouro IPCA+,15/05/2045,"4,72","1009,89","4766,68",C,H
1637585,05/01/2023,Tesouro IPCA+,15/05/2035,"0,53","1881,78","997,34",C,H
3071268,06/01/2023,Tesouro Prefixado,01/01/2025,"0,51","783,39","399,52",C,H
708836,19/01/2023,Tesouro Selic,01/03/2026,"0,16","0,00","2027,68",C,H
96776,11/01/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"5,00","4051,72","20258,60",C,H
21431904,05/01/2023,Tesouro IPCA+,15/08/2026,"0,01","3183,07","31,83",V,H
9478309,23/01/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1014,86",C,H
30335084,24/01/2023,Tesouro Selic,01/03/2025,"0,43","0,00","5471,43",V,H
39616236,19/01/2023,Tesouro Prefixado,01/01/2029,"0,12","497,14","59,65",C,H
32907434,27/01/2023,Tesouro IPCA+,15/05/2035,"0,53","1901,60","1007,84",C,H
819965,04/01/2023,Tesouro Selic,01/03/2027,"0,12","0,00","1505,78",V,S
8016642,17/01/2023,Tesouro IPCA+,15/05/2035,"0,04","1914,25","76,57",V,H
34847092,19/01/2023,Tesouro Selic,01/03/2025,"0,14","0,00","1778,66",V,H
10353591,09/01/2023,Tesouro Prefixado,01/01/2026,"0,02","694,36","13,88",V,H
22528222,12/01/2023,Tesouro Selic,01/03/2026,"0,02","0,00","252,84",C,H
23548751,12/01/2023,Tesouro IPCA+,15/05/2035,"0,02","1915,52","38,31",C,H
213764,26/01/2023,Tesouro Selic,01/03/2025,"32,50","0,00","413963,55",V,H
10532466,18/01/2023,Tesouro IPCA+,15/05/2029,"0,09","2787,34","250,86",C,H
774548,04/01/2023,Tesouro Selic,01/03/2025,"0,79","0,00","9982,11",C,H
19298644,17/01/2023,Tesouro IPCA+,15/05/2045,"0,47","1045,32","491,30",C,H
955918,20/01/2023,Tesouro Selic,01/03/2029,"9,96","0,00","125328,17",C,H
6262356,17/01/2023,Tesouro IPCA+,15/05/2029,"0,79","2784,58","2199,81",C,H
247856,05/01/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"10,39","3848,51","39986,01",C,H
17425402,10/01/2023,Tesouro Selic,01/03/2029,"0,08","0,00","1002,77",C,H
3315390,30/01/2023,Tesouro Selic,01/03/2025,"0,03","0,00","382,51",V,H
18324174,16/01/2023,Tesouro IPCA+,15/08/2026,"0,18","3238,62","582,95",V,H
34299361,10/01/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,05","853,95","42,69",C,H
37414099,06/01/2023,Tesouro Selic,01/03/2027,"0,03","0,00","377,07",C,H
4668902,04/01/2023,Tesouro Selic,01/09/2024,"1,10","0,00","13902,75",V,H
18126206,27/01/2023,Tesouro Selic,01/03/2029,"0,04","0,00","504,57",C,H
4172192,03/01/2023,Tesouro IPCA+,15/05/2045,"1,00","1027,94","1027,94",C,H
19756310,09/01/2023,Tesouro IPCA+,15/08/2026,"0,01","3206,95","32,06",C,H
5105556,02/01/2023,Tesouro Selic,01/03/2027,"0,20","0,00","2508,04",C,H
1681794,04/01/2023,Tesouro Selic,01/03/2027,"0,04","0,00","502,13",C,H
15403565,11/01/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,01","4048,96","40,48",C,H
29467080,17/01/2023,Tesouro Prefixado,01/01/2029,"2,03","497,20","1009,31",C,H
108195,30/01/2023,Tesouro Selic,01/03/2029,"0,63","0,00","7951,23",C,H
18210012,25/01/2023,Tesouro Selic,01/09/2024,"0,02","0,00","254,69",V,H
22579539,25/01/2023,Tesouro Selic,01/03/2026,"0,01","0,00","126,99",C,H
1244250,16/01/2023,Tesouro Prefixado,01/01/2026,"9,99","706,92","7062,13",V,H
41172565,27/01/2023,Tesouro Selic,01/03/2026,"0,12","0,00","1525,51",C,H
16609135,20/01/2023,Tesouro Selic,01/03/2027,"0,08","0,00","1010,22",V,H
23840923,23/01/2023,Tesouro Selic,01/03/2025,"0,01","0,00","127,17",V,H
5347188,09/01/2023,Tesouro IPCA+,15/05/2045,"0,38","1008,44","383,20",C,H
2466238,09/01/2023,Tesouro IPCA+,15/05/2035,"1,00","1896,87","1896,87",C,H
7964283,04/01/2023,Tesouro IPCA+,15/08/2026,"0,07","3200,22","224,01",C,H
5931551,16/01/2023,Tesouro Selic,01/03/2029,"0,19","0,00","2386,28",C,H
2426373,20/01/2023,Tesouro Selic,01/03/2025,"0,01","0,00","127,11",V,H
855355,04/01/2023,Tesouro Selic,01/03/2027,"0,23","0,00","2887,28",C,H
1280801,11/01/2023,Tesouro Selic,01/03/2025,"0,16","0,00","2026,66",V,H
6876925,18/01/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"27,81","865,45","24068,16",V,H
7667371,24/01/2023,Tesouro IPCA+,15/05/2045,"4,98","1002,80","4993,94",C,H
4721377,23/01/2023,Tesouro Selic,01/03/2029,"0,45","0,00","5665,33",C,H
3032353,17/01/2023,Tesouro Selic,01/03/2026,"5,92","0,00","74951,75",C,H
21553325,10/01/2023,Tesouro Prefixado,01/07/2024,"0,03","832,65","24,97",V,H
802368,03/01/2023,Tesouro Selic,01/03/2025,"0,12","0,00","1515,44",C,H
14027919,24/01/2023,Tesouro Selic,01/03/2026,"5,91","0,00","74988,56",V,H
60602,20/01/2023,Tesouro IPCA+,15/05/2029,"1,08","2768,15","2989,60",C,S
13223967,16/01/2023,Tesouro IPCA+,15/05/2045,"0,29","1044,90","303,02",C,H
25028896,05/01/2023,Tesouro IPCA+,15/08/2026,"0,04","3190,62","127,62",C,S
2183424,19/01/2023,Tesouro Selic,01/03/2029,"0,24","0,00","3018,47",C,H
16671035,09/01/2023,Tesouro Selic,01/03/2025,"0,28","0,00","3542,95",V,H
321554,03/01/2023,Tesouro Selic,01/03/2025,"1,18","0,00","14901,85",C,H
1053067,06/01/2023,Tesouro IPCA+,15/05/2035,"0,26","1900,02","494,00",C,H
68677,30/01/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1017,20",V,H
3105005,17/01/2023,Tesouro IPCA+,15/05/2035,"0,02","1941,01","38,82",C,H
2688434,25/01/2023,Tesouro Selic,01/03/2026,"0,63","0,00","8000,41",C,H
11946274,16/01/2023,Tesouro Selic,01/03/2026,"0,01","0,00","126,54",C,H
1844036,31/01/2023,Tesouro IPCA+,15/05/2045,"8,01","999,15","8003,19",C,H
12218131,18/01/2023,Tesouro IPCA+,15/05/2029,"0,74","2787,34","2062,63",C,H
34305642,03/01/2023,Tesouro Prefixado,01/01/2025,"6,38","784,18","5003,06",C,S
14226101,30/01/2023,Tesouro Selic,01/03/2027,"0,69","0,00","8742,41",V,H
734962,06/01/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,03","3809,16","114,27",V,H
301059,13/01/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2040,"0,19","4080,60","775,31",C,H
60615,19/01/2023,Tesouro Prefixado,01/01/2026,"0,29","709,02","205,61",C,H
2620217,09/01/2023,Tesouro Selic,01/03/2027,"0,13","0,00","1634,97",C,H
2217231,20/01/2023,Tesouro Selic,01/03/2029,"0,12","0,00","1509,97",C,H
40673056,20/01/2023,Tesouro Selic,01/03/2026,"1,58","0,00","20033,24",C,H
33795424,11/01/2023,Tesouro Prefixado,01/01/2029,"0,21","485,90","102,03",C,H
32097402,31/01/2023,Tesouro Selic,01/03/2029,"0,19","0,00","2399,25",C,H
29558895,10/01/2023,Tesouro Selic,01/03/2027,"0,38","0,00","4779,46",V,H
37189494,03/01/2023,Tesouro Selic,01/03/2027,"0,16","0,00","2006,66",V,S
16946555,04/01/2023,Tesouro Selic,01/03/2025,"0,31","0,00","3917,03",C,H
41404558,31/01/2023,Tesouro IPCA+,15/05/2035,"0,02","1895,15","37,90",C,H
40418345,05/01/2023,Tesouro Selic,01/03/2025,"0,20","0,00","2528,45",C,H
5370196,04/01/2023,Tesouro Selic,01/03/2027,"0,31","0,00","3891,56",C,H
