Codigo do Investidor,Data da Operacao,Tipo Titulo,Vencimento do Titulo,Quantidade,Valor do Titulo,Valor da Operacao,Tipo da Operacao,Canal da Operacao
39906170,11/04/2023,Tesouro Prefixado,01/01/2029,"0,16","509,33","81,49",C,H
13628932,26/04/2023,Tesouro IPCA+,15/05/2029,"0,40","2934,73","1173,89",C,H
23324642,28/04/2023,Tesouro IPCA+,15/05/2029,"0,70","2944,12","2060,88",C,H
8889349,05/04/2023,Tesouro Selic,01/03/2025,"0,04","0,00","521,85",V,H
11338895,14/04/2023,NTN-B1,15/12/2049,"0,07","1627,74","113,94",C,H
1667648,13/04/2023,Tesouro Prefixado,01/01/2026,"13,51","740,10","9998,75",C,H
989552,17/04/2023,Tesouro Selic,01/03/2027,"0,15","0,00","1952,26",V,H
25697393,11/04/2023,Tesouro IPCA+,15/05/2035,"0,05","1995,33","99,76",C,S
17341919,04/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,07",C,H
42817598,17/04/2023,Tesouro IPCA+,15/05/2029,"0,06","2927,97","175,67",C,H
10231549,24/04/2023,Tesouro Selic,01/03/2025,"2,28","0,00","29904,48",V,H
4723778,10/04/2023,Tesouro Selic,01/03/2025,"0,21","0,00","2742,49",V,H
42958467,06/04/2023,Tesouro Selic,01/03/2026,"0,02","0,00","260,44",C,H
6832334,13/04/2023,Tesouro IPCA+,15/05/2035,"0,07","2005,41","140,37",C,H
5432458,05/04/2023,Tesouro Selic,01/03/2027,"0,55","0,00","7133,64",V,H
10158096,13/04/2023,NTN-B1,15/12/2074,"0,61","365,34","222,85",C,H
2227975,12/04/2023,Tesouro Prefixado,01/01/2025,"2,01","823,95","1656,13",V,H
4301133,12/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,39",C,H
1133526,13/04/2023,Tesouro Selic,01/03/2026,"1,00","0,00","13047,49",C,H
5887567,10/04/2023,Tesouro Prefixado,01/01/2029,"1,65","507,55","837,45",V,H
338857,24/04/2023,Tesouro Selic,01/03/2025,"0,10","0,00","1311,57",V,S
1489600,24/04/2023,Tesouro Selic,01/03/2025,"18,25","0,00","239362,25",V,H
1069853,26/04/2023,Tesouro Selic,01/03/2025,"0,93","0,00","12209,82",V,H
502448,05/04/2023,Tesouro Selic,01/03/2027,"0,10","0,00","1297,02",V,H
4446807,04/04/2023,Tesouro Prefixado,01/01/2025,"0,10","819,69","81,96",V,H
4961488,10/04/2023,Tesouro Selic,01/03/2029,"0,05","0,00","645,98",V,H
9564886,19/04/2023,Tesouro Prefixado,01/01/2026,"10,00","739,79","7397,90",C,H
10863152,05/04/2023,Tesouro Selic,01/03/2029,"1,55","0,00","20016,12",C,H
3099753,04/04/2023,Tesouro Prefixado,01/01/2026,"0,54","733,82","396,26",C,S
20291862,17/04/2023,Tesouro Selic,01/09/2024,"0,15","0,00","1964,02",V,S
33513404,11/04/2023,Tesouro Selic,01/03/2026,"0,15","0,00","1954,78",V,H
7396609,10/04/2023,Tesouro Selic,01/03/2027,"0,39","0,00","5063,49",V,H
7599366,24/04/2023,Tesouro Selic,01/03/2029,"0,04","0,00","519,15",C,H
35296139,04/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,07",C,H
401760,25/04/2023,Tesouro Prefixado,01/01/2029,"0,20","514,33","102,86",C,H
2100018,26/04/2023,Tesouro IPCA+,15/08/2024,"1,05","3778,19","3967,09",V,H
1470484,03/04/2023,Tesouro Selic,01/03/2029,"0,03","0,00","386,78",V,H
2931682,05/04/2023,Tesouro Selic,01/03/2029,"0,08","0,00","1033,09",C,H
11252493,11/04/2023,Tesouro Prefixado,01/01/2025,"0,95","821,30","780,23",V,H
1283848,17/04/2023,Tesouro Selic,01/03/2027,"0,25","0,00","3253,77",V,H
12379206,26/04/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,04","903,36","36,13",C,H
17398314,18/04/2023,Tesouro Selic,01/03/2026,"0,03","0,00","391,95",C,H
19265315,17/04/2023,Tesouro Prefixado,01/01/2026,"0,05","740,03","37,00",C,H
14646080,04/04/2023,Tesouro Selic,01/03/2025,"0,04","0,00","521,59",V,H
28120199,04/04/2023,Tesouro Selic,01/03/2027,"0,02","0,00","259,27",V,H
218719,28/04/2023,Tesouro IPCA+,15/05/2045,"0,50","1135,56","567,78",C,H
5947661,25/04/2023,Tesouro Prefixado,01/01/2026,"1,00","740,41","740,41",C,H
30516453,25/04/2023,Tesouro Prefixado,01/01/2026,"0,05","737,74","36,88",V,H
2595191,25/04/2023,Tesouro Selic,01/03/2027,"0,61","0,00","7958,32",V,H
5413140,17/04/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"2,38","900,85","2144,02",V,H
18825883,04/04/2023,Tesouro IPCA+,15/05/2029,"52,05","2882,08","150012,26",C,H
8899990,20/04/2023,Tesouro Selic,01/03/2026,"0,78","0,00","10196,44",V,H
8690758,10/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2040,"0,01","4082,89","40,82",C,H
12378784,04/04/2023,NTN-B1,15/12/2059,"0,20","864,01","172,80",C,H
15810932,18/04/2023,Tesouro Selic,01/03/2026,"0,61","0,00","7969,79",C,H
1097738,17/04/2023,Tesouro Selic,01/03/2025,"0,01","0,00","130,90",V,H
86940,25/04/2023,Tesouro Selic,01/03/2026,"0,06","0,00","785,36",C,S
12112919,11/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,33",C,H
5211112,10/04/2023,Tesouro Selic,01/03/2026,"0,02","0,00","260,57",C,H
15086453,19/04/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,11","912,91","100,42",C,H
796326,27/04/2023,Tesouro Selic,01/03/2026,"0,35","0,00","4585,74",C,H
7879,06/04/2023,Tesouro Selic,01/09/2024,"0,03","0,00","391,63",V,H
3249044,10/04/2023,Tesouro Selic,01/03/2029,"0,50","0,00","6463,47",C,H
8581076,19/04/2023,Tesouro Selic,01/03/2029,"0,08","0,00","1037,32",C,H
18174997,04/04/2023,Tesouro IPCA+,15/08/2026,"0,04","3380,62","135,22",V,H
5524845,28/04/2023,Tesouro Prefixado,01/01/2026,"0,05","744,61","37,23",C,H
537924,13/04/2023,Tesouro Selic,01/03/2027,"0,14","0,00","1820,39",V,H
14364988,04/04/2023,Tesouro Selic,01/03/2026,"0,01","0,00","130,09",C,H
8656004,27/04/2023,Tesouro Selic,01/03/2025,"0,04","0,00","525,41",V,H
674699,10/04/2023,Tesouro IPCA+,15/05/2029,"0,03","2893,25","86,79",C,H
5820163,26/04/2023,Tesouro Selic,01/03/2029,"0,24","0,00","3116,82",C,H
25083788,25/04/2023,Tesouro Prefixado,01/01/2025,"0,67","825,28","552,93",V,H
29088813,10/04/2023,Tesouro Prefixado,01/01/2026,"0,15","735,70","110,35",C,H
36222077,10/04/2023,Tesouro Selic,01/03/2029,"0,07","0,00","904,88",C,H
2106004,17/04/2023,Tesouro Selic,01/03/2029,"0,09","0,00","1166,22",C,H
434980,11/04/2023,Tesouro Selic,01/03/2026,"48,34","0,00","630143,32",C,H
40453824,18/04/2023,Tesouro Selic,01/03/2026,"0,01","0,00","130,65",C,H
30648,20/04/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,90","4178,74","3760,86",C,H
9203346,13/04/2023,Tesouro Prefixado,01/01/2026,"0,17","739,38","125,69",C,S
1562118,05/04/2023,Tesouro Selic,01/03/2026,"0,62","0,00","8069,65",C,H
31993430,24/04/2023,Tesouro Prefixado,01/01/2026,"0,27","736,52","198,86",C,H
32482646,03/04/2023,NTN-B1,15/12/2049,"0,89","1585,44","1411,04",C,S
12047010,10/04/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,70","4049,08","2834,35",V,H
681351,12/04/2023,Tesouro Selic,01/03/2026,"0,07","0,00","912,93",C,H
3333096,13/04/2023,Tesouro Selic,01/03/2026,"0,02","0,00","260,94",C,H
338926,03/04/2023,Tesouro Selic,01/03/2027,"0,88","0,00","11402,14",V,S
2042219,11/04/2023,Tesouro IPCA+,15/05/2045,"0,10","1072,10","107,21",C,H
7914813,05/04/2023,Tesouro Selic,01/03/2029,"0,57","0,00","7360,76",C,H
6695792,03/04/2023,Tesouro Selic,01/03/2029,"0,54","0,00","6966,18",C,H
13127450,11/04/2023,Tesouro Prefixado,01/01/2026,"0,27","734,42","198,29",C,H
1849343,18/04/2023,Tesouro Prefixado,01/01/2026,"0,80","739,64","591,71",C,H
1273800,28/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,90",V,H
41333545,05/04/2023,Tesouro Selic,01/03/2029,"0,54","0,00","6973,36",C,H
347277,13/04/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,03","4134,88","124,04",C,H
1687254,05/04/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,07","886,42","62,04",C,H
213486,20/04/2023,Tesouro Prefixado,01/01/2026,"4,08","736,19","3003,65",C,S
19623717,12/04/2023,Tesouro Prefixado,01/07/2024,"65,05","868,01","56464,05",V,H
560679,19/04/2023,Tesouro Selic,01/09/2024,"1,00","0,00","13106,66",V,H
38137619,27/04/2023,Tesouro Selic,01/03/2026,"0,38","0,00","4978,80",C,H
8905356,25/04/2023,Tesouro Selic,01/03/2026,"0,02","0,00","261,78",C,H
7950263,19/04/2023,Tesouro IPCA+,15/05/2029,"1,83","2928,60","5359,33",C,H
13593760,26/04/2023,Tesouro Selic,01/03/2029,"0,24","0,00","3116,82",C,H
3315274,25/04/2023,Tesouro Selic,01/03/2026,"0,20","0,00","2617,88",C,H
867672,17/04/2023,Tesouro Selic,01/03/2029,"0,47","0,00","6090,26",C,H
2111472,03/04/2023,Tesouro Selic,01/03/2029,"0,12","0,00","1548,04",C,H
65146,11/04/2023,Tesouro IPCA+,15/05/2045,"1,08","1069,88","1155,47",C,H
3907811,03/04/2023,Tesouro Selic,01/03/2029,"0,23","0,00","2967,07",C,H
42245039,04/04/2023,Tesouro Selic,01/03/2029,"0,02","0,00","258,14",C,H
12905454,12/04/2023,Tesouro Selic,01/03/2029,"0,09","0,00","1164,59",C,H
32038784,19/04/2023,Tesouro Selic,01/03/2026,"0,03","0,00","392,09",C,H
32639991,03/04/2023,Tesouro Selic,01/03/2026,"0,77","0,00","10011,97",C,H
245609,05/04/2023,Tesouro Selic,01/03/2029,"0,04","0,00","516,54",C,H
29959216,13/04/2023,Tesouro Selic,01/03/2027,"0,04","0,00","520,11",V,H
652430,25/04/2023,Tesouro IPCA+,15/05/2035,"0,03","2026,83","60,80",C,H
16061204,04/04/2023,Tesouro Selic,01/03/2026,"0,04","0,00","520,36",C,H
41899026,04/04/2023,Tesouro Selic,01/03/2026,"0,03","0,00","390,16",V,H
5263175,25/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,03","4175,70","125,27",C,H
13816476,13/04/2023,Tesouro Selic,01/03/2026,"0,02","0,00","260,94",C,H
20196859,24/04/2023,Tesouro Selic,01/03/2026,"0,03","0,00","392,37",V,H
26575310,19/04/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1045,59",C,H
40289955,17/04/2023,Tesouro Selic,01/03/2029,"0,54","0,00","6997,32",C,S
17397095,04/04/2023,Tesouro Selic,01/03/2029,"0,02","0,00","258,14",C,H
1976126,26/04/2023,Tesouro Selic,01/03/2025,"0,01","0,00","131,28",V,H
29368463,06/04/2023,NTN-B1,15/12/2059,"0,26","864,85","224,86",C,H
2684910,04/04/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,12","4088,90","490,66",C,H
33782598,05/04/2023,Tesouro Selic,01/03/2026,"0,03","0,00","390,46",C,H
12907528,24/04/2023,Tesouro IPCA+,15/05/2045,"9,10","1105,73","10062,14",C,H
14354521,12/04/2023,Tesouro IPCA+,15/05/2029,"0,07","2901,32","203,09",C,H
108225,11/04/2023,Tesouro Prefixado,01/01/2029,"0,12","510,88","61,30",C,S
23964038,18/04/2023,Tesouro Selic,01/03/2027,"0,04","0,00","520,85",V,H
43016295,11/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,01","4129,64","41,29",C,H
1089989,26/04/2023,Tesouro Selic,01/03/2026,"0,26","0,00","3404,80",C,H
265372,12/04/2023,Tesouro Selic,01/03/2026,"0,31","0,00","4042,99",C,H
7183277,05/04/2023,Tesouro Prefixado,01/01/2029,"0,06","506,04","30,36",V,H
18306161,03/04/2023,Tesouro Selic,01/03/2026,"0,59","0,00","7671,51",C,H
680873,03/04/2023,Tesouro Selic,01/03/2029,"0,55","0,00","7095,18",C,H
36708480,20/04/2023,Tesouro Selic,01/03/2026,"0,30","0,00","3922,94",C,H
26044,03/04/2023,Tesouro Selic,01/03/2026,"0,54","0,00","7021,38",C,H
13578114,25/04/2023,Tesouro IPCA+,15/05/2029,"0,05","2923,55","146,17",C,H
19910577,13/04/2023,Tesouro Selic,01/03/2027,"0,01","0,00","130,02",V,H
12238021,25/04/2023,Tesouro Selic,01/03/2026,"0,04","0,00","523,57",C,H
10828514,26/04/2023,Tesouro Prefixado,01/01/2026,"2,69","742,17","1996,43",C,H
33914439,11/04/2023,Tesouro Selic,01/03/2027,"0,01","0,00","129,90",V,H
11877167,11/04/2023,Tesouro Selic,01/03/2027,"0,18","0,00","2338,17",V,H
1297616,06/04/2023,NTN-B1,15/12/2069,"0,30","492,00","147,60",C,H
43058835,18/04/2023,NTN-B1,15/12/2054,"0,03","1218,40","36,55",C,H
1325765,05/04/2023,Tesouro Selic,01/03/2025,"0,59","0,00","7697,49",V,H
677863,20/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2050,"2,93","4045,32","11852,78",V,H
37907167,18/04/2023,Tesouro Selic,01/03/2029,"0,02","0,00","259,27",C,H
20443206,27/04/2023,Tesouro Selic,01/03/2026,"0,38","0,00","4977,39",V,H
38941494,17/04/2023,Tesouro Selic,01/03/2027,"0,09","0,00","1171,40",V,H
10037481,18/04/2023,Tesouro Selic,01/03/2026,"0,10","0,00","1306,52",C,H
437315,17/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,01","4179,42","41,79",C,H
42572331,28/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,90",V,H
14431826,19/04/2023,Tesouro Selic,01/03/2026,"0,26","0,00","3398,18",C,H
15200380,13/04/2023,Tesouro Selic,01/03/2026,"1,00","0,00","13043,10",V,H
5955263,11/04/2023,Tesouro Prefixado,01/01/2029,"11,23","506,24","5685,07",V,H
39416393,17/04/2023,Tesouro Selic,01/03/2026,"0,76","0,00","9924,88",C,H
3083440,12/04/2023,Tesouro IPCA+,15/05/2045,"2,63","1052,34","2767,65",V,H
9468339,17/04/2023,Tesouro Selic,01/03/2026,"0,02","0,00","261,18",C,H
17887635,18/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,63",C,H
5502753,19/04/2023,Tesouro Selic,01/03/2029,"0,16","0,00","2074,65",C,H
6832254,25/04/2023,Tesouro Prefixado,01/01/2025,"2,60","826,15","2147,99",V,H
4927608,04/04/2023,Tesouro Selic,01/03/2026,"0,17","0,00","2211,56",C,H
25030251,12/04/2023,Tesouro Selic,01/03/2029,"0,02","0,00","258,79",C,H
532199,25/04/2023,Tesouro IPCA+,15/05/2045,"0,73","1081,27","789,32",V,H
2256782,13/04/2023,Tesouro Prefixado,01/01/2029,"0,98","515,53","505,21",C,H
5723179,18/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2050,"2,42","4073,10","9856,90",V,H
6774611,11/04/2023,Tesouro IPCA+,15/05/2045,"0,22","1045,78","230,07",V,H
16960907,10/04/2023,Tesouro Selic,01/03/2029,"0,06","0,00","775,61",C,H
10331037,11/04/2023,Tesouro Selic,01/03/2026,"0,33","0,00","4300,52",V,H
1219265,25/04/2023,Tesouro IPCA+,15/05/2035,"0,04","2026,83","81,07",C,H
23832554,13/04/2023,Tesouro Selic,01/03/2026,"0,04","0,00","521,89",C,H
5310634,18/04/2023,Tesouro Selic,01/03/2029,"0,31","0,00","4018,79",C,H
2775892,13/04/2023,Tesouro IPCA+,15/05/2029,"0,25","2909,29","727,32",C,H
2376695,03/04/2023,Tesouro Selic,01/03/2026,"2,00","0,00","26005,14",C,H
18415824,03/04/2023,Tesouro IPCA+,15/05/2029,"1,04","2880,72","2995,94",C,H
102437,19/04/2023,Tesouro Selic,01/03/2026,"1,79","0,00","23395,19",C,H
14621722,04/04/2023,Tesouro Selic,01/03/2029,"0,12","0,00","1548,84",C,S
19425928,20/04/2023,Tesouro Selic,01/03/2029,"0,30","0,00","3889,34",V,S
38828094,03/04/2023,Tesouro Selic,01/03/2029,"0,02","0,00","258,00",C,H
13978764,06/04/2023,Tesouro Prefixado,01/01/2026,"0,05","735,73","36,78",C,H
25712904,13/04/2023,Tesouro Selic,01/03/2029,"0,03","0,00","388,39",C,H
7635145,03/04/2023,Tesouro Selic,01/03/2026,"0,02","0,00","260,05",C,H
21136805,26/04/2023,Tesouro Selic,01/03/2029,"0,10","0,00","1298,67",C,H
31130769,17/04/2023,Tesouro Selic,01/03/2026,"0,02","0,00","261,18",C,H
19920614,17/04/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,22","4168,03","916,96",C,H
681741,27/04/2023,Tesouro Selic,01/03/2026,"6,10","0,00","79922,99",C,H
27255,20/04/2023,Tesouro IPCA+,15/05/2045,"13,93","1077,58","15010,68",V,H
2138281,04/04/2023,Tesouro Selic,01/03/2025,"0,01","0,00","130,39",V,H
18097471,04/04/2023,Tesouro Selic,01/03/2026,"1,77","0,00","23026,26",C,H
39806696,12/04/2023,Tesouro Selic,01/03/2026,"0,01","0,00","130,41",C,H
3974833,06/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,01","4145,30","41,45",C,H
6814779,13/04/2023,Tesouro Selic,01/03/2026,"0,94","0,00","12264,64",C,H
35872477,27/04/2023,Tesouro Selic,01/03/2029,"0,06","0,00","779,54",C,H
41797441,11/04/2023,NTN-B1,15/12/2049,"0,19","1594,86","303,02",C,H
4837639,13/04/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1043,44",V,H
2279225,11/04/2023,Tesouro Prefixado,01/07/2024,"235,00","867,79","203930,65",V,H
34537839,10/04/2023,Tesouro Selic,01/03/2025,"0,42","0,00","5484,98",V,H
41332962,26/04/2023,Tesouro Selic,01/03/2026,"1,15","0,00","15059,72",C,H
1182711,06/04/2023,Tesouro Selic,01/03/2026,"2,00","0,00","26044,42",C,H
5000458,17/04/2023,Tesouro Selic,01/03/2029,"0,70","0,00","9070,60",C,H
5577673,14/04/2023,Tesouro Selic,01/03/2029,"0,06","0,00","777,15",C,H
811443,05/04/2023,Tesouro Selic,01/03/2029,"0,77","0,00","9943,49",C,H
2774584,03/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,75","4116,81","3087,60",C,H
6309523,28/04/2023,Tesouro Prefixado,01/01/2025,"14,13","824,91","11655,97",V,H
11983880,17/04/2023,Tesouro Selic,01/03/2026,"1,54","0,00","20110,95",C,H
3810406,26/04/2023,Tesouro Selic,01/03/2025,"0,29","0,00","3807,43",V,H
3073481,04/04/2023,Tesouro IPCA+,15/05/2035,"0,11","1987,78","218,65",C,H
6680383,18/04/2023,Tesouro Selic,01/03/2027,"0,06","0,00","781,30",V,H
38392806,11/04/2023,Tesouro Selic,01/03/2025,"0,06","0,00","783,95",V,H
3283719,28/04/2023,NTN-B1,15/12/2064,"1,36","696,92","947,81",C,H
2330799,06/04/2023,Tesouro Selic,01/03/2027,"0,15","0,00","1946,50",V,H
29664135,03/04/2023,Tesouro Selic,01/03/2029,"0,04","0,00","516,01",C,H
7636102,28/04/2023,Tesouro Selic,01/03/2029,"0,03","0,00","389,94",C,H
144270,24/04/2023,Tesouro Selic,01/03/2025,"0,67","0,00","8787,54",V,H
12852702,18/04/2023,Tesouro Selic,01/03/2027,"0,04","0,00","520,87",V,H
9379432,12/04/2023,Tesouro Selic,01/03/2026,"0,02","0,00","260,83",C,H
1279245,18/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,63",C,H
4244596,18/04/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,07","4220,71","295,44",C,H
34179176,06/04/2023,Tesouro Selic,01/03/2026,"0,07","0,00","911,55",C,S
17096469,28/04/2023,Tesouro Selic,01/03/2026,"0,01","0,00","131,08",C,H
11477764,25/04/2023,Tesouro Selic,01/03/2026,"0,07","0,00","916,00",V,H
5114136,20/04/2023,Tesouro Selic,01/03/2027,"0,23","0,00","2997,76",V,H
6176659,11/04/2023,Tesouro Prefixado,01/01/2029,"0,50","510,88","255,44",C,H
1887266,12/04/2023,Tesouro Selic,01/03/2029,"0,02","0,00","258,79",C,H
14864001,18/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,63",C,H
2503167,04/04/2023,Tesouro Prefixado,01/01/2026,"0,40","731,48","292,59",C,H
19608352,24/04/2023,Tesouro IPCA+,15/05/2029,"0,06","2917,40","175,04",C,H
19471368,17/04/2023,Tesouro Selic,01/03/2025,"0,04","0,00","523,60",V,H
12138992,12/04/2023,Tesouro Selic,01/03/2027,"0,77","0,00","10007,35",V,H
14057133,28/04/2023,Tesouro Selic,01/03/2026,"0,02","0,00","262,16",C,H
38234804,05/04/2023,Tesouro Selic,01/03/2025,"0,04","0,00","521,86",V,H
23274459,04/04/2023,Tesouro Prefixado,01/01/2026,"0,17","731,48","124,35",C,H
15778890,11/04/2023,Tesouro Selic,01/03/2029,"0,23","0,00","2974,81",C,H
40767669,04/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2040,"0,12","4048,96","485,87",C,H
1696911,28/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2040,"0,94","4116,56","3869,56",V,H
7558914,05/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,13",C,H
4035023,05/04/2023,Tesouro Selic,01/03/2029,"1,70","0,00","21953,17",C,H
4955284,04/04/2023,Tesouro Selic,01/03/2026,"0,03","0,00","390,27",C,S
23946579,19/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,01","4182,75","41,82",C,H
2090800,14/04/2023,Tesouro Prefixado,01/01/2029,"4,70","521,55","2451,28",C,H
4919863,17/04/2023,Tesouro Selic,01/03/2026,"0,38","0,00","4960,80",V,H
39021367,17/04/2023,Tesouro Selic,01/03/2026,"0,73","0,00","9529,97",V,H
12173304,19/04/2023,Tesouro Selic,01/03/2026,"0,01","0,00","130,69",C,H
3601430,18/04/2023,Tesouro Selic,01/03/2029,"0,16","0,00","2074,21",C,H
5172248,14/04/2023,Tesouro Selic,01/03/2026,"0,14","0,00","1826,80",V,H
40074539,10/04/2023,Tesouro Selic,01/03/2026,"0,01","0,00","130,25",V,H
630068,24/04/2023,Tesouro Selic,01/03/2027,"2,53","0,00","32990,39",V,H
1101935,18/04/2023,Tesouro Selic,01/03/2026,"0,05","0,00","653,26",C,H
11019579,14/04/2023,Tesouro Selic,01/03/2026,"0,12","0,00","1566,42",C,H
6299514,27/04/2023,Tesouro Selic,01/03/2027,"0,21","0,00","2742,36",V,H
4515562,05/04/2023,Tesouro Prefixado,01/01/2026,"0,05","734,33","36,71",C,H
42478161,10/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,26",C,H
269527,14/04/2023,Tesouro IPCA+,15/05/2029,"13,71","2917,28","39995,90",C,H
5344650,27/04/2023,Tesouro IPCA+,15/05/2029,"0,17","2937,56","499,38",C,S
28961,06/04/2023,NTN-B1,15/12/2054,"11,52","1184,71","13647,85",C,H
3319881,14/04/2023,Tesouro Selic,01/03/2026,"0,77","0,00","10051,25",C,H
40367428,25/04/2023,Tesouro Selic,01/03/2029,"0,07","0,00","908,90",C,H
23229948,06/04/2023,Tesouro Prefixado,01/01/2026,"27,05","735,19","19886,88",C,H
33678496,27/04/2023,Tesouro Prefixado,01/01/2026,"0,08","742,85","59,42",C,H
34876383,04/04/2023,Tesouro Selic,01/03/2026,"0,04","0,00","520,36",C,H
9446595,03/04/2023,Tesouro Selic,01/03/2029,"0,63","0,00","8127,21",C,H
32800365,10/04/2023,Tesouro IPCA+,15/05/2045,"0,19","1067,14","202,75",C,H
1536935,25/04/2023,Tesouro Selic,01/03/2027,"1,00","0,00","13045,75",V,H
41793995,14/04/2023,NTN-B1,15/12/2054,"0,03","1203,42","36,10",C,H
263963,03/04/2023,Tesouro Selic,01/03/2025,"0,12","0,00","1564,08",V,S
13827079,27/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,83",V,H
1215473,11/04/2023,Tesouro IPCA+,15/05/2029,"0,02","2892,96","57,85",C,S
39030973,03/04/2023,Tesouro Prefixado,01/01/2026,"0,05","732,59","36,62",C,H
4742865,20/04/2023,Tesouro Selic,01/03/2026,"0,12","0,00","1569,17",C,H
5062718,25/04/2023,Tesouro Prefixado,01/01/2026,"0,76","740,41","562,71",C,H
1429451,04/04/2023,Tesouro IPCA+,15/08/2024,"10,86","3757,73","40808,94",V,H
1655601,03/04/2023,Tesouro IPCA+,15/05/2029,"0,20","2852,73","570,54",V,H
1529555,06/04/2023,Tesouro Prefixado,01/01/2029,"7,86","509,37","4003,64",C,H
745623,10/04/2023,Tesouro IPCA+,15/05/2035,"5,00","1998,91","9994,55",C,H
5638883,11/04/2023,Tesouro IPCA+,15/05/2035,"0,15","1995,33","299,29",C,H
225964,24/04/2023,Tesouro IPCA+,15/05/2035,"0,07","2021,42","141,49",C,H
17329398,14/04/2023,Tesouro Selic,01/03/2029,"0,04","0,00","518,10",C,H
10466814,24/04/2023,Tesouro IPCA+,15/05/2029,"1,57","2919,06","4582,92",C,H
1367405,05/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,13",C,H
630217,06/04/2023,Tesouro IPCA+,15/05/2035,"0,10","2005,58","200,55",C,S
1810134,03/04/2023,Tesouro Selic,01/03/2025,"0,18","0,00","2346,12",V,H
1332914,14/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,01","4161,84","41,61",C,H
9484270,26/04/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1047,63",C,H
6005325,24/04/2023,Tesouro IPCA+,15/05/2045,"1,14","1105,73","1260,53",C,H
8237367,03/04/2023,Tesouro Prefixado,01/01/2026,"0,14","731,69","102,43",C,H
34677592,05/04/2023,Tesouro Selic,01/03/2027,"0,03","0,00","389,10",V,H
2889917,11/04/2023,Tesouro Prefixado,01/01/2025,"13,00","821,30","10676,90",V,H
43333291,26/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,86",C,H
1371208,17/04/2023,Tesouro IPCA+,15/05/2029,"0,10","2927,97","292,79",C,H
921295,14/04/2023,Tesouro IPCA+,15/05/2035,"0,04","2001,79","80,07",C,H
773829,10/04/2023,Tesouro IPCA+,15/05/2035,"1,00","1996,64","1996,64",C,H
2187688,25/04/2023,Tesouro Selic,01/03/2029,"0,34","0,00","4414,66",C,H
8068016,20/04/2023,Tesouro Selic,01/03/2026,"0,03","0,00","392,29",C,H
2326744,11/04/2023,Tesouro IPCA+,15/05/2045,"0,42","1072,10","450,28",C,H
18325303,05/04/2023,Tesouro Prefixado,01/01/2026,"0,79","732,17","578,41",V,H
27502108,17/04/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,01","4173,71","41,73",C,H
5311944,24/04/2023,Tesouro Prefixado,01/01/2025,"0,16","823,91","131,82",V,H
1427607,18/04/2023,Tesouro Selic,01/03/2026,"0,03","0,00","391,95",C,H
2996699,03/04/2023,Tesouro Selic,01/03/2029,"0,77","0,00","9933,26",C,H
22175741,19/04/2023,Tesouro Selic,01/03/2029,"0,01","0,00","129,66",C,H
10295555,28/04/2023,Tesouro IPCA+,15/05/2029,"0,25","2944,12","736,03",C,H
